Time,X(CH1),X(CH2),
1.9911946e-08,-0.00000e+00,4.00000e-02,
3.9911946e-08,3.84000e+00,4.79999e-02,
5.9911947e-08,3.28000e+00,4.39999e-02,
7.9911949e-08,3.36000e+00,4.00000e-02,
9.9911951e-08,3.36000e+00,4.39999e-02,
1.1991195e-07,3.36000e+00,4.00000e-02,
