Time,X(CH1),X(CH2),
Second,Volt,Volt,
2.2399981e-02,3.32000e+00,8.80000e-02,
2.2599980e-02,3.36000e+00,9.80000e-02,
2.2799980e-02,3.36000e+00,9.40000e-02,
2.2999980e-02,3.28000e+00,1.04000e-01,
2.3199979e-02,3.36000e+00,1.02000e-01,
2.3399979e-02,3.28000e+00,1.18000e-01,
2.3599979e-02,3.36000e+00,1.18000e-01,
2.3799978e-02,3.28000e+00,7.40000e-02,
2.3999978e-02,3.36000e+00,7.60000e-02,
2.4199978e-02,3.28000e+00,8.80000e-02,
2.4399977e-02,3.36000e+00,8.20000e-02,
2.4599977e-02,3.32000e+00,9.40000e-02,
2.4799976e-02,3.36000e+00,8.80000e-02,
2.4999976e-02,3.28000e+00,1.00000e-01,
2.5199976e-02,3.36000e+00,9.60000e-02,
2.5399975e-02,3.28000e+00,1.04000e-01,
2.5599975e-02,3.36000e+00,1.00000e-01,
2.5799975e-02,3.28000e+00,1.18000e-01,
2.5999974e-02,3.36000e+00,1.24000e-01,
2.6199974e-02,3.28000e+00,1.02000e-01,
2.6399974e-02,3.36000e+00,1.04000e-01,
2.6599973e-02,3.28000e+00,8.00000e-02,
2.6799973e-02,3.36000e+00,8.40000e-02,
2.6999973e-02,3.28000e+00,9.60000e-02,
2.7199972e-02,3.36000e+00,9.00000e-02,
2.7399972e-02,3.28000e+00,9.80000e-02,
2.7599972e-02,3.36000e+00,9.20000e-02,
2.7799971e-02,3.32000e+00,1.04000e-01,
2.7999971e-02,3.36000e+00,9.80000e-02,
2.8199971e-02,3.28000e+00,1.10000e-01,
2.8399970e-02,3.36000e+00,1.06000e-01,
2.8599970e-02,3.32000e+00,1.26000e-01,
2.8799970e-02,3.36000e+00,1.30000e-01,
2.8999969e-02,3.28000e+00,6.80000e-02,
2.9199969e-02,3.36000e+00,7.20000e-02,
2.9399969e-02,3.28000e+00,8.40000e-02,
2.9599968e-02,3.40000e+00,8.00000e-02,
2.9799968e-02,3.28000e+00,9.40000e-02,
2.9999968e-02,3.36000e+00,9.00000e-02,
3.0199967e-02,3.28000e+00,1.06000e-01,
3.0399967e-02,3.36000e+00,1.04000e-01,
3.0599967e-02,3.28000e+00,1.20000e-01,
3.0799966e-02,3.36000e+00,1.20000e-01,
3.0999966e-02,3.28000e+00,7.80000e-02,
3.1199966e-02,3.36000e+00,8.20000e-02,
3.1399965e-02,3.28000e+00,9.20000e-02,
3.1599965e-02,3.36000e+00,9.00000e-02,
3.1799965e-02,3.28000e+00,9.80000e-02,
3.1999964e-02,3.36000e+00,9.40000e-02,
3.2199964e-02,3.32000e+00,1.06000e-01,
3.2399964e-02,3.36000e+00,1.02000e-01,
3.2599963e-02,3.32000e+00,1.24000e-01,
3.2799963e-02,3.36000e+00,1.50000e-01,
3.2999963e-02,3.28000e+00,7.60000e-02,
3.3199962e-02,3.36000e+00,9.20000e-02,
3.3399962e-02,3.28000e+00,7.40000e-02,
3.3599962e-02,3.36000e+00,8.60000e-02,
3.3799961e-02,3.28000e+00,9.60000e-02,
3.3999961e-02,3.32000e+00,9.40000e-02,
3.4199961e-02,3.36000e+00,1.04000e-01,
3.4399960e-02,3.36000e+00,1.02000e-01,
3.4599960e-02,3.28000e+00,1.24000e-01,
3.4799960e-02,3.32000e+00,1.34000e-01,
3.4999959e-02,3.40000e+00,7.20000e-02,
3.5199959e-02,3.36000e+00,7.00000e-02,
3.5399958e-02,3.28000e+00,8.40000e-02,
3.5599958e-02,3.36000e+00,8.00000e-02,
3.5799958e-02,3.28000e+00,9.20000e-02,
3.5999957e-02,3.36000e+00,9.00000e-02,
3.6199957e-02,3.32000e+00,1.10000e-01,
3.6399957e-02,3.36000e+00,1.20000e-01,
3.6599956e-02,3.28000e+00,7.40000e-02,
3.6799956e-02,3.36000e+00,7.60000e-02,
3.6999956e-02,3.28000e+00,8.80000e-02,
3.7199955e-02,3.28000e+00,8.40000e-02,
3.7399955e-02,3.40000e+00,9.60000e-02,
3.7599955e-02,3.32000e+00,9.20000e-02,
3.7799954e-02,3.36000e+00,1.04000e-01,
3.7999954e-02,3.36000e+00,1.04000e-01,
3.8199954e-02,3.28000e+00,1.28000e-01,
3.8399953e-02,3.36000e+00,1.28000e-01,
3.8599953e-02,3.32000e+00,7.80000e-02,
3.8799953e-02,3.36000e+00,8.20000e-02,
3.8999952e-02,3.32000e+00,9.40000e-02,
3.9199952e-02,3.40000e+00,8.60000e-02,
3.9399952e-02,3.28000e+00,9.80000e-02,
3.9599951e-02,3.32000e+00,9.60000e-02,
3.9799951e-02,3.36000e+00,1.16000e-01,
3.9999951e-02,3.36000e+00,1.34000e-01,
4.0199950e-02,3.28000e+00,7.80000e-02,
4.0399950e-02,3.36000e+00,8.00000e-02,
4.0599950e-02,3.28000e+00,6.80000e-02,
4.0799949e-02,3.36000e+00,7.60000e-02,
4.0999949e-02,3.28000e+00,9.20000e-02,
4.1199949e-02,3.36000e+00,8.80000e-02,
4.1399948e-02,3.32000e+00,1.10000e-01,
4.1599948e-02,3.36000e+00,1.14000e-01,
4.1799948e-02,3.28000e+00,7.40000e-02,
4.1999947e-02,3.36000e+00,7.80000e-02,
4.2199947e-02,3.28000e+00,8.80000e-02,
4.2399947e-02,3.36000e+00,8.20000e-02,
4.2599946e-02,3.32000e+00,9.00000e-02,
4.2799946e-02,3.36000e+00,8.40000e-02,
4.2999946e-02,3.32000e+00,1.08000e-01,
4.3199945e-02,3.36000e+00,1.12000e-01,
4.3399945e-02,3.28000e+00,7.00000e-02,
4.3599945e-02,3.36000e+00,7.40000e-02,
4.3799944e-02,3.28000e+00,8.40000e-02,
4.3999944e-02,3.36000e+00,8.00000e-02,
4.4199944e-02,3.28000e+00,8.80000e-02,
4.4399943e-02,3.36000e+00,7.60000e-02,
4.4599943e-02,3.28000e+00,1.08000e-01,
4.4799943e-02,3.36000e+00,1.22000e-01,
4.4999942e-02,3.32000e+00,6.40000e-02,
4.5199942e-02,3.28000e+00,6.60000e-02,
4.5399942e-02,3.40000e+00,7.80000e-02,
4.5599941e-02,3.36000e+00,7.40000e-02,
4.5799941e-02,3.28000e+00,8.80000e-02,
4.5999940e-02,3.36000e+00,1.02000e-01,
4.6199940e-02,3.32000e+00,6.40000e-02,
4.6399940e-02,3.36000e+00,6.20000e-02,
4.6599939e-02,3.28000e+00,7.60000e-02,
4.6799939e-02,3.36000e+00,6.80000e-02,
4.6999939e-02,3.28000e+00,8.00000e-02,
4.7199938e-02,3.36000e+00,7.40000e-02,
4.7399938e-02,3.28000e+00,9.60000e-02,
4.7599938e-02,3.36000e+00,1.04000e-01,
4.7799937e-02,3.28000e+00,6.60000e-02,
4.7999937e-02,3.36000e+00,7.00000e-02,
4.8199937e-02,3.28000e+00,7.60000e-02,
4.8399936e-02,3.36000e+00,7.20000e-02,
4.8599936e-02,3.32000e+00,8.20000e-02,
4.8799936e-02,3.32000e+00,7.60000e-02,
4.8999935e-02,3.36000e+00,1.04000e-01,
4.9199935e-02,3.36000e+00,1.10000e-01,
4.9399935e-02,3.28000e+00,5.80000e-02,
4.9599934e-02,3.36000e+00,5.80000e-02,
4.9799934e-02,3.28000e+00,7.40000e-02,
4.9999934e-02,3.36000e+00,6.80000e-02,
5.0199933e-02,3.28000e+00,8.60000e-02,
5.0399933e-02,3.36000e+00,9.00000e-02,
5.0599933e-02,3.28000e+00,6.00000e-02,
5.0799932e-02,3.36000e+00,6.20000e-02,
5.0999932e-02,3.32000e+00,7.20000e-02,
5.1199932e-02,3.36000e+00,6.60000e-02,
5.1399931e-02,3.28000e+00,7.80000e-02,
5.1599931e-02,3.36000e+00,9.00000e-02,
5.1799931e-02,3.28000e+00,5.80000e-02,
5.1999930e-02,3.36000e+00,5.80000e-02,
5.2199930e-02,3.28000e+00,6.80000e-02,
5.2399930e-02,3.36000e+00,6.20000e-02,
5.2599929e-02,3.28000e+00,7.20000e-02,
5.2799929e-02,3.36000e+00,6.60000e-02,
5.2999929e-02,3.28000e+00,8.80000e-02,
5.3199928e-02,3.32000e+00,1.00000e-01,
5.3399928e-02,3.36000e+00,5.40000e-02,
5.3599928e-02,3.36000e+00,5.60000e-02,
5.3799927e-02,3.28000e+00,6.60000e-02,
5.3999927e-02,3.36000e+00,6.40000e-02,
5.4199927e-02,3.32000e+00,8.00000e-02,
5.4399926e-02,3.36000e+00,8.20000e-02,
5.4599926e-02,3.28000e+00,5.20000e-02,
5.4799926e-02,3.36000e+00,5.40000e-02,
5.4999925e-02,3.28000e+00,6.60000e-02,
5.5199925e-02,3.36000e+00,6.00000e-02,
5.5399925e-02,3.32000e+00,7.20000e-02,
5.5599924e-02,3.36000e+00,8.40000e-02,
5.5799924e-02,3.28000e+00,5.60000e-02,
5.5999923e-02,3.36000e+00,5.80000e-02,
5.6199923e-02,3.28000e+00,6.40000e-02,
5.6399923e-02,3.36000e+00,6.00000e-02,
5.6599922e-02,3.32000e+00,7.00000e-02,
5.6799922e-02,3.36000e+00,6.20000e-02,
5.6999922e-02,3.32000e+00,9.00000e-02,
5.7199921e-02,3.36000e+00,8.80000e-02,
5.7399921e-02,3.28000e+00,4.80000e-02,
5.7599921e-02,3.36000e+00,5.20000e-02,
5.7799920e-02,3.32000e+00,6.40000e-02,
5.7999920e-02,3.36000e+00,7.80000e-02,
5.8199920e-02,3.28000e+00,5.00000e-02,
5.8399919e-02,3.36000e+00,5.00000e-02,
5.8599919e-02,3.28000e+00,6.00000e-02,
5.8799919e-02,3.36000e+00,5.40000e-02,
5.8999918e-02,3.28000e+00,6.40000e-02,
5.9199918e-02,3.36000e+00,7.40000e-02,
5.9399918e-02,3.28000e+00,4.80000e-02,
5.9599917e-02,3.32000e+00,4.80000e-02,
5.9799917e-02,3.36000e+00,5.80000e-02,
5.9999917e-02,3.36000e+00,5.40000e-02,
6.0199916e-02,3.28000e+00,6.20000e-02,
6.0399916e-02,3.40000e+00,5.80000e-02,
6.0599916e-02,3.28000e+00,7.60000e-02,
6.0799915e-02,3.36000e+00,8.20000e-02,
6.0999915e-02,3.28000e+00,4.00000e-02,
6.1199915e-02,3.36000e+00,4.80000e-02,
6.1399914e-02,3.28000e+00,5.80000e-02,
6.1599914e-02,3.32000e+00,7.20000e-02,
6.1799914e-02,3.36000e+00,4.40000e-02,
6.1999913e-02,3.36000e+00,4.60000e-02,
6.2199913e-02,3.28000e+00,5.40000e-02,
6.2399913e-02,3.36000e+00,5.00000e-02,
6.2599912e-02,3.28000e+00,5.60000e-02,
6.2799916e-02,3.36000e+00,7.20000e-02,
6.2999919e-02,3.28000e+00,4.60000e-02,
6.3199922e-02,3.36000e+00,4.80000e-02,
6.3399926e-02,3.28000e+00,5.80000e-02,
6.3599929e-02,3.36000e+00,4.80000e-02,
6.3799933e-02,3.32000e+00,6.00000e-02,
6.3999936e-02,3.36000e+00,5.60000e-02,
6.4199939e-02,3.28000e+00,7.40000e-02,
6.4399943e-02,3.32000e+00,7.80000e-02,
6.4599946e-02,3.36000e+00,4.20000e-02,
6.4799950e-02,3.36000e+00,4.20000e-02,
6.4999953e-02,3.32000e+00,5.60000e-02,
6.5199956e-02,3.36000e+00,6.40000e-02,
6.5399960e-02,3.28000e+00,4.40000e-02,
6.5599963e-02,3.36000e+00,4.40000e-02,
6.5799966e-02,3.28000e+00,5.60000e-02,
6.5999970e-02,3.36000e+00,4.80000e-02,
6.6199973e-02,3.28000e+00,5.80000e-02,
6.6399977e-02,3.36000e+00,6.40000e-02,
6.6599980e-02,3.28000e+00,4.20000e-02,
6.6799983e-02,3.40000e+00,4.20000e-02,
6.6999987e-02,3.28000e+00,5.20000e-02,
6.7199990e-02,3.36000e+00,4.60000e-02,
6.7399994e-02,3.28000e+00,5.60000e-02,
6.7599997e-02,3.32000e+00,7.20000e-02,
6.7800000e-02,3.36000e+00,4.00000e-02,
6.8000004e-02,3.36000e+00,4.20000e-02,
6.8200007e-02,3.28000e+00,5.00000e-02,
6.8400010e-02,3.36000e+00,4.40000e-02,
6.8600014e-02,3.28000e+00,5.80000e-02,
6.8800017e-02,3.36000e+00,6.00000e-02,
6.9000021e-02,3.28000e+00,4.00000e-02,
6.9200024e-02,3.36000e+00,4.20000e-02,
6.9400027e-02,3.28000e+00,5.00000e-02,
6.9600031e-02,3.36000e+00,4.40000e-02,
6.9800034e-02,3.28000e+00,5.80000e-02,
7.0000038e-02,3.32000e+00,5.80000e-02,
7.0200041e-02,3.36000e+00,4.00000e-02,
7.0400044e-02,3.36000e+00,5.20000e-02,
7.0600048e-02,3.28000e+00,4.20000e-02,
7.0800051e-02,3.36000e+00,4.60000e-02,
7.1000054e-02,3.28000e+00,6.40000e-02,
7.1200058e-02,3.36000e+00,6.80000e-02,
7.1400061e-02,3.28000e+00,3.60000e-02,
7.1600065e-02,3.36000e+00,4.00000e-02,
7.1800068e-02,3.28000e+00,5.00000e-02,
7.2000071e-02,3.36000e+00,5.80000e-02,
7.2200075e-02,3.28000e+00,3.80000e-02,
7.2400078e-02,3.36000e+00,4.00000e-02,
7.2600082e-02,3.28000e+00,4.80000e-02,
7.2800085e-02,3.36000e+00,4.00000e-02,
7.3000088e-02,3.32000e+00,5.20000e-02,
7.3200092e-02,3.36000e+00,5.60000e-02,
7.3400095e-02,3.28000e+00,3.40000e-02,
7.3600098e-02,3.36000e+00,3.80000e-02,
7.3800102e-02,3.28000e+00,4.60000e-02,
7.4000105e-02,3.36000e+00,3.80000e-02,
7.4200109e-02,3.28000e+00,5.40000e-02,
7.4400112e-02,3.36000e+00,6.00000e-02,
7.4600115e-02,3.32000e+00,3.40000e-02,
7.4800119e-02,3.32000e+00,3.80000e-02,
7.5000122e-02,3.36000e+00,4.40000e-02,
7.5200126e-02,3.36000e+00,5.40000e-02,
7.5400129e-02,3.28000e+00,3.20000e-02,
7.5600132e-02,3.36000e+00,4.20000e-02,
7.5800136e-02,3.32000e+00,3.20000e-02,
7.6000139e-02,3.28000e+00,3.60000e-02,
7.6200143e-02,3.40000e+00,4.60000e-02,
7.6400146e-02,3.36000e+00,5.20000e-02,
7.6600149e-02,3.28000e+00,3.60000e-02,
7.6800153e-02,3.36000e+00,3.80000e-02,
7.7000156e-02,3.28000e+00,4.80000e-02,
7.7200159e-02,3.36000e+00,4.00000e-02,
7.7400163e-02,3.28000e+00,5.20000e-02,
7.7600166e-02,3.36000e+00,6.00000e-02,
7.7800170e-02,3.28000e+00,3.20000e-02,
7.8000173e-02,3.36000e+00,3.40000e-02,
7.8200176e-02,3.28000e+00,4.20000e-02,
7.8400180e-02,3.32000e+00,5.00000e-02,
7.8600183e-02,3.36000e+00,3.20000e-02,
7.8800187e-02,3.36000e+00,3.20000e-02,
7.9000190e-02,3.32000e+00,4.20000e-02,
7.9200193e-02,3.36000e+00,3.40000e-02,
7.9400197e-02,3.28000e+00,4.40000e-02,
7.9600200e-02,3.36000e+00,5.00000e-02,
7.9800203e-02,3.28000e+00,3.20000e-02,
8.0000207e-02,3.36000e+00,3.00000e-02,
8.0200210e-02,3.28000e+00,4.20000e-02,
8.0400214e-02,3.36000e+00,3.40000e-02,
8.0600217e-02,3.32000e+00,4.80000e-02,
8.0800220e-02,3.36000e+00,5.40000e-02,
8.1000224e-02,3.28000e+00,2.80000e-02,
8.1200227e-02,3.36000e+00,3.20000e-02,
8.1400231e-02,3.28000e+00,4.20000e-02,
8.1600234e-02,3.36000e+00,5.00000e-02,
8.1800237e-02,3.32000e+00,2.80000e-02,
8.2000241e-02,3.36000e+00,3.20000e-02,
8.2200244e-02,3.28000e+00,4.00000e-02,
8.2400247e-02,3.36000e+00,3.20000e-02,
8.2600251e-02,3.32000e+00,4.40000e-02,
8.2800254e-02,3.36000e+00,4.40000e-02,
8.3000258e-02,3.28000e+00,3.00000e-02,
8.3200261e-02,3.36000e+00,4.00000e-02,
8.3400264e-02,3.28000e+00,3.20000e-02,
8.3600268e-02,3.36000e+00,3.40000e-02,
8.3800271e-02,3.28000e+00,5.20000e-02,
8.4000275e-02,3.36000e+00,5.40000e-02,
8.4200278e-02,3.28000e+00,2.80000e-02,
8.4400281e-02,3.28000e+00,2.80000e-02,
8.4600285e-02,3.36000e+00,4.20000e-02,
8.4800288e-02,3.36000e+00,4.20000e-02,
8.5000291e-02,3.28000e+00,2.80000e-02,
8.5200295e-02,3.36000e+00,3.80000e-02,
8.5400298e-02,3.28000e+00,2.80000e-02,
8.5600302e-02,3.36000e+00,4.40000e-02,
8.5800305e-02,3.28000e+00,2.80000e-02,
8.6000308e-02,3.28000e+00,2.60000e-02,
8.6200312e-02,3.40000e+00,3.80000e-02,
8.6400315e-02,3.36000e+00,2.80000e-02,
8.6600319e-02,3.28000e+00,4.00000e-02,
8.6800322e-02,3.36000e+00,4.60000e-02,
8.7000325e-02,3.28000e+00,2.40000e-02,
8.7200329e-02,3.36000e+00,2.80000e-02,
8.7400332e-02,3.28000e+00,3.60000e-02,
8.7600335e-02,3.32000e+00,4.20000e-02,
8.7800339e-02,3.36000e+00,2.60000e-02,
8.8000342e-02,3.36000e+00,2.60000e-02,
8.8200346e-02,3.28000e+00,3.40000e-02,
8.8400349e-02,3.32000e+00,2.80000e-02,
8.8600352e-02,3.40000e+00,3.60000e-02,
8.8800356e-02,3.36000e+00,4.00000e-02,
8.9000359e-02,3.28000e+00,2.80000e-02,
8.9200363e-02,3.36000e+00,3.00000e-02,
8.9400366e-02,3.28000e+00,3.60000e-02,
8.9600369e-02,3.36000e+00,3.00000e-02,
8.9800373e-02,3.28000e+00,4.40000e-02,
9.0000376e-02,3.36000e+00,4.80000e-02,
9.0200379e-02,3.28000e+00,2.60000e-02,
9.0400383e-02,3.32000e+00,2.60000e-02,
9.0600386e-02,3.40000e+00,3.40000e-02,
9.0800390e-02,3.36000e+00,4.00000e-02,
9.1000393e-02,3.28000e+00,2.60000e-02,
9.1200396e-02,3.36000e+00,2.60000e-02,
9.1400400e-02,3.28000e+00,3.60000e-02,
9.1600403e-02,3.36000e+00,4.00000e-02,
9.1800407e-02,3.32000e+00,2.40000e-02,
9.2000410e-02,3.36000e+00,2.40000e-02,
9.2200413e-02,3.28000e+00,3.40000e-02,
9.2400417e-02,3.36000e+00,2.60000e-02,
9.2600420e-02,3.28000e+00,3.40000e-02,
9.2800424e-02,3.36000e+00,4.40000e-02,
9.3000427e-02,3.28000e+00,2.20000e-02,
9.3200430e-02,3.36000e+00,2.20000e-02,
9.3400434e-02,3.28000e+00,3.20000e-02,
9.3600437e-02,3.36000e+00,4.00000e-02,
9.3800440e-02,3.32000e+00,2.20000e-02,
9.4000444e-02,3.36000e+00,3.00000e-02,
9.4200447e-02,3.28000e+00,2.20000e-02,
9.4400451e-02,3.36000e+00,2.40000e-02,
9.4600454e-02,3.28000e+00,3.40000e-02,
9.4800457e-02,3.36000e+00,3.80000e-02,
9.5000461e-02,3.28000e+00,2.40000e-02,
9.5200464e-02,3.36000e+00,2.80000e-02,
9.5400468e-02,3.28000e+00,3.20000e-02,
9.5600471e-02,3.36000e+00,2.80000e-02,
9.5800474e-02,3.28000e+00,4.20000e-02,
