t [s]; speed [encoder diff @ 1KHz]
1.272;6
1.273;7
1.274;7
1.275;7
1.276;7
1.277;6
1.278;8
1.279;7
1.28;7
1.281;6
1.282;7
1.283;7
1.284;7
1.285;7
1.286;7
1.287;7
1.288;7
1.289;7
1.29;7
1.291;7
1.292;6
1.293;8
1.294;7
1.295;7
1.296;6
1.297;8
1.298;7
1.299;6
1.3;7
1.301;8
1.302;6
1.303;7
1.304;7
1.305;8
1.306;6
1.307;7
1.308;7
1.309;7
1.31;7
1.311;7
1.312;7
1.313;8
1.314;6
1.315;8
1.316;6
1.317;8
1.318;7
1.319;7
1.32;6
1.321;8
1.322;7
1.323;7
1.324;7
1.325;7
1.326;7
1.327;7
1.328;7
1.329;7
1.33;7
1.331;7
1.332;8
1.333;6
1.334;8
1.335;7
1.336;7
1.337;7
1.338;7
1.339;7
1.34;7
1.341;7
1.342;7
1.343;8
1.344;7
1.345;7
1.346;7
1.347;7
1.348;7
1.349;7
1.35;8
1.351;6
1.352;8
1.353;7
1.354;7
1.355;7
1.356;7
1.357;8
1.358;7
1.359;7
1.36;7
1.361;7
1.362;8
1.363;7
1.364;7
1.365;7
1.366;7
1.367;7
1.368;8
1.369;7
1.37;7
1.371;7
1.372;8
1.373;7
1.374;7
1.375;7
1.376;7
1.377;8
1.378;7
1.379;7
1.38;7
1.381;7
1.382;8
1.383;7
1.384;7
1.385;7
1.386;7
1.387;8
1.388;7
1.389;7
1.39;8
1.391;7
1.392;7
1.393;8
1.394;7
1.395;7
1.396;7
1.397;7
1.398;8
1.399;7
1.4;7
1.401;8
1.402;7
1.403;7
1.404;8
1.405;7
1.406;7
1.407;8
1.408;7
1.409;7
1.41;8
1.411;7
1.412;7
1.413;7
1.414;8
1.415;7
1.416;8
1.417;7
1.418;7
1.419;7
1.42;8
1.421;7
1.422;8
1.423;7
1.424;7
1.425;8
1.426;7
1.427;7
1.428;8
1.429;7
1.43;7
1.431;8
1.432;7
1.433;7
1.434;8
1.435;8
1.436;7
1.437;7
1.438;8
1.439;7
1.44;7
1.441;8
1.442;7
1.443;8
1.444;7
1.445;8
1.446;7
1.447;7
1.448;8
1.449;7
1.45;8
1.451;7
1.452;8
1.453;7
1.454;7
1.455;8
1.456;8
1.457;7
1.458;7
1.459;8
1.46;7
1.461;7
1.462;8
1.463;8
1.464;7
1.465;8
1.466;7
1.467;8
1.468;7
1.469;7
1.47;8
1.471;8
1.472;7
1.473;8
1.474;7
1.475;8
1.476;7
1.477;7
1.478;8
1.479;8
1.48;7
1.481;8
1.482;7
1.483;8
1.484;7
1.485;8
1.486;7
1.487;8
1.488;8
1.489;7
1.49;8
1.491;7
1.492;8
1.493;7
1.494;8
1.495;7
1.496;8
1.497;8
1.498;7
1.499;8
1.5;7
1.501;8
1.502;8
1.503;7
1.504;8
1.505;7
1.506;8
1.507;8
1.508;7
1.509;8
1.51;7
1.511;8
1.512;8
1.513;7
1.514;8
1.515;7
1.516;8
1.517;8
1.518;8
1.519;7
1.52;8
1.521;7
1.522;8
1.523;8
1.524;7
1.525;8
1.526;7
1.527;8
1.528;8
1.529;8
1.53;7
1.531;8
1.532;7
1.533;8
1.534;8
1.535;8
1.536;7
1.537;8
1.538;7
1.539;8
1.54;8
1.541;8
1.542;8
1.543;7
1.544;8
1.545;8
1.546;7
1.547;8
1.548;8
1.549;7
1.55;8
1.551;8
1.552;7
1.553;8
1.554;8
1.555;8
1.556;8
1.557;7
1.558;8
1.559;8
1.56;8
1.561;7
1.562;8
1.563;8
1.564;8
1.565;7
1.566;8
1.567;8
1.568;7
1.569;8
1.57;8
1.571;8
1.572;8
1.573;8
1.574;7
1.575;8
1.576;8
1.577;8
1.578;7
1.579;8
1.58;8
1.581;8
1.582;8
1.583;8
1.584;7
1.585;8
1.586;8
1.587;8
1.588;7
1.589;8
1.59;8
1.591;8
1.592;8
1.593;8
1.594;8
1.595;8
1.596;8
1.597;7
1.598;8
1.599;8
1.6;8
1.601;8
1.602;8
1.603;7
1.604;8
1.605;8
1.606;8
1.607;8
1.608;8
1.609;8
1.61;8
1.611;8
1.612;7
1.613;8
1.614;8
1.615;8
1.616;8
1.617;8
1.618;7
1.619;8
1.62;8
1.621;8
1.622;8
1.623;8
1.624;8
1.625;8
1.626;8
1.627;8
1.628;8
1.629;8
1.63;8
1.631;8
1.632;8
1.633;8
1.634;8
1.635;8
1.636;8
1.637;8
1.638;8
1.639;8
1.64;8
1.641;8
1.642;8
1.643;8
1.644;8
1.645;8
1.646;8
1.647;8
1.648;8
1.649;8
1.65;8
1.651;8
1.652;8
1.653;8
1.654;8
1.655;8
1.656;8
1.657;8
1.658;8
1.659;8
1.66;8
1.661;8
1.662;8
1.663;8
1.664;8
1.665;8
1.666;8
1.667;8
1.668;8
1.669;8
1.67;8
1.671;8
1.672;8
1.673;8
1.674;8
1.675;8
1.676;8
1.677;8
1.678;8
1.679;8
1.68;8
1.681;8
1.682;8
1.683;9
1.684;8
1.685;8
1.686;8
1.687;8
1.688;8
1.689;8
1.69;8
1.691;8
1.692;9
1.693;8
1.694;8
1.695;8
1.696;8
1.697;8
1.698;8
1.699;8
1.7;8
1.701;9
1.702;8
1.703;8
1.704;8
1.705;8
1.706;8
1.707;9
1.708;8
1.709;8
1.71;8
1.711;8
1.712;8
1.713;8
1.714;8
1.715;8
1.716;9
1.717;8
1.718;8
1.719;8
1.72;9
1.721;8
1.722;8
1.723;8
1.724;8
1.725;9
1.726;8
1.727;8
1.728;8
1.729;8
1.73;9
1.731;8
1.732;8
1.733;8
1.734;8
1.735;8
1.736;8
1.737;9
1.738;8
1.739;8
1.74;9
1.741;8
1.742;8
1.743;8
1.744;8
1.745;9
1.746;8
1.747;8
1.748;9
1.749;8
1.75;8
1.751;8
1.752;8
1.753;9
1.754;8
1.755;8
1.756;9
1.757;8
1.758;8
1.759;8
1.76;9
1.761;8
1.762;8
1.763;9
1.764;8
1.765;8
1.766;8
1.767;8
1.768;9
1.769;8
1.77;9
1.771;8
1.772;8
1.773;8
1.774;9
1.775;8
1.776;9
1.777;8
1.778;8
1.779;8
1.78;8
1.781;9
1.782;8
1.783;9
1.784;8
1.785;8
1.786;9
1.787;8
1.788;9
1.789;8
1.79;8
1.791;8
1.792;9
1.793;8
1.794;8
1.795;9
1.796;8
1.797;9
1.798;8
1.799;8
1.8;9
1.801;8
1.802;8
1.803;9
1.804;8
1.805;9
1.806;8
1.807;8
1.808;9
1.809;8
1.81;9
1.811;8
1.812;8
1.813;9
1.814;8
1.815;9
1.816;8
1.817;8
1.818;9
1.819;8
1.82;9
1.821;8
1.822;8
1.823;9
1.824;8
1.825;9
1.826;8
1.827;9
1.828;8
1.829;9
1.83;8
1.831;8
1.832;9
1.833;8
1.834;9
1.835;8
1.836;9
1.837;8
1.838;9
1.839;8
1.84;8
1.841;9
1.842;9
1.843;8
1.844;9
1.845;8
1.846;9
1.847;8
1.848;8
1.849;9
1.85;8
1.851;9
1.852;8
1.853;9
1.854;9
1.855;8
1.856;8
1.857;9
1.858;8
1.859;9
1.86;9
1.861;8
1.862;9
1.863;8
1.864;8
1.865;9
1.866;9
1.867;8
1.868;9
1.869;8
1.87;9
1.871;8
1.872;9
1.873;9
1.874;8
1.875;9
1.876;8
1.877;9
1.878;8
1.879;8
1.88;9
1.881;9
1.882;9
1.883;8
1.884;9
1.885;8
1.886;8
1.887;9
1.888;9
1.889;9
1.89;8
1.891;9
1.892;8
1.893;9
1.894;9
1.895;8
1.896;9
1.897;8
1.898;9
1.899;8
1.9;9
1.901;9
1.902;8
1.903;9
1.904;9
1.905;8
1.906;9
1.907;8
1.908;9
1.909;9
1.91;8
1.911;9
1.912;8
1.913;9
1.914;9
1.915;8
1.916;9
1.917;9
1.918;8
1.919;9
1.92;9
1.921;8
1.922;9
1.923;9
1.924;8
1.925;9
1.926;9
1.927;8
1.928;9
1.929;9
1.93;8
1.931;9
1.932;9
1.933;8
1.934;9
1.935;9
1.936;8
1.937;9
1.938;9
1.939;9
1.94;8
1.941;9
1.942;8
1.943;9
1.944;9
1.945;9
1.946;9
1.947;8
1.948;9
1.949;9
1.95;8
1.951;9
1.952;9
1.953;8
1.954;9
1.955;9
1.956;9
1.957;9
1.958;8
1.959;9
1.96;9
1.961;9
1.962;8
1.963;9
1.964;8
1.965;10
1.966;8
1.967;9
1.968;9
1.969;8
1.97;9
1.971;9
1.972;9
1.973;9
1.974;8
1.975;9
1.976;9
1.977;9
1.978;9
1.979;8
1.98;9
1.981;9
1.982;9
1.983;9
1.984;8
1.985;9
1.986;9
1.987;9
1.988;9
1.989;8
1.99;9
1.991;9
1.992;9
1.993;9
1.994;8
1.995;9
1.996;9
1.997;9
1.998;9
1.999;8
2.0;9
2.001;9
2.002;9
2.003;9
2.004;8
2.005;10
2.006;8
2.007;9
2.008;9
2.009;9
2.01;9
2.011;9
2.012;9
2.013;8
2.014;9
2.015;9
2.016;9
2.017;9
2.018;8
2.019;10
2.02;9
2.021;8
2.022;9
2.023;9
2.024;9
2.025;9
2.026;9
2.027;9
2.028;9
2.029;9
2.03;8
2.031;9
2.032;9
2.033;9
2.034;9
2.035;9
2.036;9
2.037;9
2.038;9
2.039;9
2.04;8
2.041;9
2.042;9
2.043;9
2.044;9
2.045;9
2.046;9
2.047;9
2.048;9
2.049;9
2.05;9
2.051;9
2.052;9
2.053;8
2.054;10
2.055;9
2.056;9
2.057;8
2.058;9
2.059;9
2.06;10
2.061;8
2.062;9
2.063;9
2.064;9
2.065;9
2.066;9
2.067;9
2.068;9
2.069;9
2.07;9
2.071;9
2.072;9
2.073;9
2.074;9
2.075;9
2.076;9
2.077;9
2.078;9
2.079;9
2.08;9
2.081;9
2.082;9
2.083;9
2.084;9
2.085;9
2.086;9
2.087;9
2.088;9
2.089;9
2.09;9
2.091;9
2.092;10
2.093;8
2.094;9
2.095;10
2.096;9
2.097;8
2.098;10
2.099;9
2.1;9
2.101;9
2.102;9
2.103;9
2.104;9
2.105;9
2.106;9
2.107;9
2.108;9
2.109;9
2.11;9
2.111;10
2.112;8
2.113;10
2.114;9
2.115;9
2.116;9
2.117;9
2.118;9
2.119;9
2.12;9
2.121;9
2.122;9
2.123;9
2.124;10
2.125;9
2.126;9
2.127;9
2.128;9
2.129;9
2.13;9
2.131;9
2.132;9
2.133;10
2.134;8
2.135;10
2.136;9
2.137;9
2.138;9
2.139;9
2.14;10
2.141;8
2.142;10
2.143;9
2.144;9
2.145;9
2.146;9
2.147;10
2.148;8
2.149;10
2.15;9
2.151;9
2.152;9
2.153;9
2.154;10
2.155;8
2.156;10
2.157;9
2.158;9
2.159;9
2.16;9
2.161;10
2.162;9
2.163;9
2.164;9
2.165;9
2.166;10
2.167;9
2.168;9
2.169;9
2.17;9
2.171;10
2.172;9
2.173;9
2.174;9
2.175;9
2.176;10
2.177;9
2.178;9
2.179;9
2.18;9
2.181;10
2.182;9
2.183;9
2.184;10
2.185;8
2.186;10
2.187;9
2.188;9
2.189;9
2.19;10
2.191;9
2.192;9
2.193;9
2.194;10
2.195;9
2.196;9
2.197;10
2.198;8
2.199;10
2.2;9
2.201;9
2.202;10
2.203;9
2.204;9
2.205;10
2.206;9
2.207;9
2.208;9
2.209;9
2.21;10
2.211;9
2.212;9
2.213;10
2.214;9
2.215;9
2.216;10
2.217;9
2.218;9
2.219;10
2.22;8
2.221;10
2.222;9
2.223;9
2.224;10
2.225;9
2.226;9
2.227;10
2.228;9
2.229;9
2.23;10
2.231;9
2.232;9
2.233;10
2.234;9
2.235;9
2.236;10
2.237;9
2.238;9
2.239;10
2.24;9
2.241;9
2.242;10
2.243;9
2.244;9
2.245;10
2.246;9
2.247;9
2.248;10
2.249;9
2.25;9
2.251;10
2.252;9
2.253;9
2.254;10
2.255;10
2.256;9
2.257;9
2.258;10
2.259;9
2.26;9
2.261;10
2.262;9
2.263;10
2.264;9
2.265;9
2.266;10
2.267;9
2.268;10
2.269;9
2.27;9
2.271;10
2.272;9
2.273;9
2.274;10
2.275;10
2.276;9
2.277;9
2.278;10
2.279;9
2.28;9
2.281;10
2.282;9
2.283;10
2.284;9
2.285;10
2.286;9
2.287;9
2.288;10
2.289;10
2.29;9
2.291;9
2.292;10
2.293;9
2.294;10
2.295;9
2.296;9
2.297;10
2.298;9
2.299;10
2.3;10
2.301;9
2.302;9
2.303;10
2.304;9
2.305;10
2.306;9
2.307;10
2.308;9
2.309;9
2.31;10
2.311;10
2.312;9
2.313;10
2.314;9
2.315;10
2.316;9
2.317;9
2.318;10
2.319;10
2.32;9
2.321;10
2.322;9
2.323;10
2.324;9
