t [s]; speed [encoder diff @ 1KHz]
1.272;5
1.273;6
1.274;5
1.275;6
1.276;6
1.277;6
1.278;6
1.279;5
1.28;6
1.281;5
1.282;6
1.283;6
1.284;5
1.285;6
1.286;6
1.287;6
1.288;5
1.289;6
1.29;6
1.291;5
1.292;6
1.293;6
1.294;6
1.295;5
1.296;6
1.297;6
1.298;5
1.299;6
1.3;6
1.301;6
1.302;5
1.303;6
1.304;6
1.305;5
1.306;6
1.307;6
1.308;6
1.309;5
1.31;6
1.311;6
1.312;6
1.313;6
1.314;5
1.315;6
1.316;5
1.317;6
1.318;6
1.319;6
1.32;6
1.321;6
1.322;5
1.323;6
1.324;6
1.325;5
1.326;6
1.327;6
1.328;6
1.329;6
1.33;6
1.331;5
1.332;6
1.333;6
1.334;5
1.335;6
1.336;6
1.337;6
1.338;6
1.339;6
1.34;6
1.341;5
1.342;6
1.343;6
1.344;6
1.345;5
1.346;6
1.347;6
1.348;6
1.349;6
1.35;6
1.351;6
1.352;5
1.353;6
1.354;6
1.355;6
1.356;5
1.357;6
1.358;6
1.359;6
1.36;6
1.361;6
1.362;6
1.363;5
1.364;6
1.365;6
1.366;6
1.367;6
1.368;6
1.369;5
1.37;6
1.371;6
1.372;6
1.373;6
1.374;6
1.375;6
1.376;5
1.377;6
1.378;6
1.379;6
1.38;6
1.381;6
1.382;5
1.383;7
1.384;5
1.385;6
1.386;6
1.387;6
1.388;6
1.389;6
1.39;6
1.391;6
1.392;6
1.393;6
1.394;6
1.395;5
1.396;6
1.397;6
1.398;6
1.399;6
1.4;6
1.401;5
1.402;7
1.403;5
1.404;7
1.405;5
1.406;6
1.407;6
1.408;6
1.409;6
1.41;6
1.411;6
1.412;6
1.413;6
1.414;6
1.415;6
1.416;6
1.417;6
1.418;6
1.419;6
1.42;5
1.421;7
1.422;5
1.423;7
1.424;5
1.425;6
1.426;6
1.427;6
1.428;6
1.429;6
1.43;6
1.431;6
1.432;6
1.433;6
1.434;6
1.435;6
1.436;6
1.437;6
1.438;6
1.439;6
1.44;5
1.441;7
1.442;5
1.443;7
1.444;6
1.445;6
1.446;6
1.447;6
1.448;6
1.449;6
1.45;5
1.451;7
1.452;5
1.453;7
1.454;6
1.455;6
1.456;6
1.457;6
1.458;6
1.459;6
1.46;6
1.461;6
1.462;5
1.463;7
1.464;6
1.465;6
1.466;6
1.467;6
1.468;6
1.469;6
1.47;6
1.471;6
1.472;6
1.473;6
1.474;6
1.475;6
1.476;6
1.477;6
1.478;6
1.479;7
1.48;6
1.481;6
1.482;6
1.483;6
1.484;6
1.485;6
1.486;6
1.487;6
1.488;6
1.489;6
1.49;6
1.491;6
1.492;6
1.493;6
1.494;6
1.495;6
1.496;7
1.497;5
1.498;7
1.499;5
1.5;7
1.501;6
1.502;6
1.503;6
1.504;6
1.505;6
1.506;7
1.507;5
1.508;7
1.509;5
1.51;7
1.511;6
1.512;6
1.513;6
1.514;6
1.515;6
1.516;6
1.517;6
1.518;6
1.519;7
1.52;5
1.521;7
1.522;6
1.523;6
1.524;6
1.525;6
1.526;6
1.527;7
1.528;6
1.529;6
1.53;6
1.531;6
1.532;6
1.533;6
1.534;7
1.535;5
1.536;7
1.537;6
1.538;6
1.539;6
1.54;6
1.541;7
1.542;6
1.543;6
1.544;6
1.545;6
1.546;6
1.547;6
1.548;6
1.549;7
1.55;6
1.551;6
1.552;6
1.553;7
1.554;6
1.555;6
1.556;6
1.557;6
1.558;6
1.559;6
1.56;6
1.561;6
1.562;7
1.563;6
1.564;6
1.565;6
1.566;7
1.567;6
1.568;6
1.569;6
1.57;6
1.571;7
1.572;6
1.573;6
1.574;6
1.575;7
1.576;6
1.577;6
1.578;6
1.579;6
1.58;6
1.581;6
1.582;7
1.583;6
1.584;6
1.585;6
1.586;7
1.587;6
1.588;6
1.589;6
1.59;6
1.591;7
1.592;6
1.593;6
1.594;6
1.595;7
1.596;6
1.597;6
1.598;6
1.599;6
1.6;7
1.601;6
1.602;7
1.603;6
1.604;6
1.605;6
1.606;6
1.607;7
1.608;5
1.609;7
1.61;6
1.611;7
1.612;6
1.613;6
1.614;6
1.615;6
1.616;7
1.617;6
1.618;7
1.619;6
1.62;6
1.621;6
1.622;6
1.623;7
1.624;6
1.625;6
1.626;7
1.627;6
1.628;6
1.629;6
1.63;7
1.631;6
1.632;6
1.633;6
1.634;7
1.635;6
1.636;6
1.637;7
1.638;6
1.639;6
1.64;7
1.641;6
1.642;6
1.643;6
1.644;7
1.645;6
1.646;7
1.647;6
1.648;6
1.649;6
1.65;6
1.651;7
1.652;6
1.653;7
1.654;6
1.655;6
1.656;6
1.657;7
1.658;6
1.659;7
1.66;6
1.661;6
1.662;6
1.663;7
1.664;6
1.665;7
1.666;6
1.667;6
1.668;7
1.669;6
1.67;6
1.671;7
1.672;6
1.673;6
1.674;6
1.675;7
1.676;6
1.677;7
1.678;6
1.679;6
1.68;7
1.681;6
1.682;7
1.683;6
1.684;6
1.685;7
1.686;6
1.687;6
1.688;7
1.689;6
1.69;6
1.691;6
1.692;7
1.693;6
1.694;7
1.695;6
1.696;6
1.697;7
1.698;6
1.699;7
1.7;6
1.701;6
1.702;7
1.703;6
1.704;7
1.705;6
1.706;6
1.707;7
1.708;6
1.709;7
1.71;6
1.711;6
1.712;7
1.713;6
1.714;7
1.715;6
1.716;6
1.717;7
1.718;6
1.719;7
1.72;6
1.721;6
1.722;7
1.723;6
1.724;7
1.725;6
1.726;6
1.727;7
1.728;6
1.729;7
1.73;6
1.731;6
1.732;7
1.733;7
1.734;6
1.735;7
1.736;6
1.737;7
1.738;6
1.739;6
1.74;7
1.741;6
1.742;7
1.743;6
1.744;6
1.745;7
1.746;6
1.747;7
1.748;6
1.749;6
1.75;7
1.751;7
1.752;6
1.753;7
1.754;6
1.755;7
1.756;6
1.757;6
1.758;7
1.759;6
1.76;7
1.761;6
1.762;7
1.763;6
1.764;7
1.765;6
1.766;7
1.767;6
1.768;7
1.769;6
1.77;6
1.771;7
1.772;7
1.773;6
1.774;7
1.775;6
1.776;7
1.777;6
1.778;6
1.779;7
1.78;7
1.781;6
1.782;7
1.783;6
1.784;7
1.785;6
1.786;6
1.787;7
1.788;7
1.789;6
1.79;7
1.791;6
1.792;7
1.793;6
1.794;6
1.795;7
1.796;7
1.797;6
1.798;7
1.799;6
1.8;7
1.801;6
1.802;7
1.803;6
1.804;7
1.805;6
1.806;7
1.807;6
1.808;7
1.809;7
1.81;6
1.811;7
1.812;6
1.813;6
1.814;7
1.815;7
1.816;6
1.817;7
1.818;6
1.819;7
1.82;6
1.821;7
1.822;7
1.823;6
1.824;6
1.825;7
1.826;7
1.827;6
1.828;7
1.829;6
1.83;7
1.831;6
1.832;7
1.833;7
1.834;6
1.835;7
1.836;6
1.837;7
1.838;6
1.839;7
1.84;6
1.841;7
1.842;7
1.843;6
1.844;7
1.845;7
1.846;6
1.847;7
1.848;6
1.849;7
1.85;6
1.851;7
1.852;6
1.853;7
1.854;7
1.855;6
1.856;7
1.857;6
1.858;7
1.859;7
1.86;6
1.861;7
1.862;6
1.863;7
1.864;7
1.865;6
1.866;7
1.867;7
1.868;6
1.869;6
1.87;8
1.871;6
1.872;6
1.873;7
1.874;7
1.875;6
1.876;7
1.877;7
1.878;6
1.879;7
1.88;7
1.881;6
1.882;7
1.883;6
1.884;7
1.885;7
1.886;6
1.887;7
1.888;6
1.889;7
1.89;7
1.891;6
1.892;7
1.893;7
1.894;6
1.895;7
1.896;7
1.897;6
1.898;7
1.899;7
1.9;6
1.901;7
1.902;7
1.903;6
1.904;6
1.905;8
1.906;6
1.907;6
1.908;8
1.909;6
1.91;6
1.911;7
1.912;7
1.913;6
1.914;7
1.915;7
1.916;6
1.917;7
1.918;7
1.919;6
1.92;7
1.921;7
1.922;6
1.923;7
1.924;7
1.925;6
1.926;8
1.927;6
1.928;7
1.929;6
1.93;7
1.931;6
1.932;8
1.933;6
1.934;6
1.935;8
1.936;6
1.937;7
1.938;7
1.939;6
1.94;7
1.941;7
1.942;6
1.943;7
1.944;7
1.945;6
1.946;7
1.947;7
1.948;7
1.949;6
1.95;7
1.951;7
1.952;6
1.953;7
1.954;7
1.955;6
1.956;7
1.957;7
1.958;7
1.959;6
1.96;7
1.961;7
1.962;6
1.963;7
1.964;7
1.965;6
1.966;7
1.967;7
1.968;6
1.969;8
1.97;6
1.971;7
1.972;7
1.973;6
1.974;7
1.975;7
1.976;7
1.977;6
1.978;7
1.979;7
1.98;7
1.981;6
1.982;7
1.983;7
1.984;6
1.985;7
1.986;7
1.987;6
1.988;8
1.989;6
1.99;7
1.991;7
1.992;6
1.993;7
1.994;7
1.995;7
1.996;6
1.997;7
1.998;7
1.999;7
2.0;6
2.001;7
2.002;7
2.003;6
2.004;8
2.005;6
2.006;7
2.007;7
2.008;7
2.009;6
2.01;7
2.011;7
2.012;7
2.013;6
2.014;7
2.015;7
2.016;6
2.017;8
2.018;6
2.019;7
2.02;7
2.021;7
2.022;6
2.023;7
2.024;7
2.025;7
2.026;6
2.027;7
2.028;7
2.029;6
2.03;8
2.031;6
2.032;7
2.033;7
2.034;7
2.035;6
2.036;7
2.037;7
2.038;7
2.039;6
2.04;8
2.041;6
2.042;7
2.043;7
2.044;7
2.045;6
2.046;7
2.047;7
2.048;7
2.049;6
2.05;8
2.051;6
2.052;7
2.053;7
2.054;7
2.055;6
2.056;7
2.057;7
2.058;7
2.059;6
2.06;8
2.061;6
2.062;7
2.063;7
2.064;7
2.065;7
2.066;6
2.067;7
2.068;7
2.069;7
2.07;7
2.071;6
2.072;7
2.073;7
2.074;7
2.075;7
2.076;6
2.077;8
2.078;6
2.079;7
2.08;7
2.081;7
2.082;7
2.083;6
2.084;7
2.085;7
2.086;7
2.087;7
2.088;7
2.089;6
2.09;7
2.091;7
2.092;7
2.093;6
2.094;8
2.095;6
2.096;7
2.097;7
2.098;7
2.099;7
2.1;6
2.101;8
2.102;6
2.103;7
2.104;7
2.105;7
2.106;7
2.107;6
2.108;7
2.109;7
2.11;7
2.111;7
2.112;7
2.113;7
2.114;6
2.115;7
2.116;7
2.117;7
2.118;7
2.119;7
2.12;7
2.121;6
2.122;7
2.123;7
2.124;7
2.125;7
2.126;7
2.127;7
2.128;6
2.129;8
2.13;6
2.131;7
2.132;7
2.133;7
2.134;7
2.135;6
2.136;8
2.137;6
2.138;7
2.139;7
2.14;7
2.141;7
2.142;6
2.143;8
2.144;6
2.145;7
2.146;7
2.147;7
2.148;7
2.149;7
2.15;7
2.151;7
2.152;6
2.153;7
2.154;7
2.155;7
2.156;7
2.157;7
2.158;7
2.159;7
2.16;6
2.161;8
2.162;6
2.163;7
2.164;7
2.165;7
2.166;7
2.167;7
2.168;7
2.169;7
2.17;6
2.171;7
2.172;8
2.173;6
2.174;7
2.175;7
2.176;7
2.177;7
2.178;6
2.179;8
2.18;7
2.181;6
2.182;7
2.183;7
2.184;7
2.185;7
2.186;7
2.187;7
2.188;7
2.189;6
2.19;8
2.191;7
2.192;6
2.193;7
2.194;7
2.195;7
2.196;7
2.197;7
2.198;7
2.199;7
2.2;7
2.201;7
2.202;7
2.203;7
2.204;6
2.205;8
2.206;6
2.207;7
2.208;7
2.209;7
2.21;7
2.211;7
2.212;7
2.213;7
2.214;7
2.215;6
2.216;8
2.217;7
2.218;7
2.219;6
2.22;8
2.221;6
2.222;7
2.223;7
2.224;7
2.225;7
2.226;7
2.227;7
2.228;7
2.229;7
2.23;7
2.231;7
2.232;7
2.233;7
2.234;6
2.235;8
2.236;7
2.237;6
2.238;7
2.239;8
2.24;6
2.241;7
2.242;7
2.243;7
2.244;7
2.245;7
2.246;7
2.247;7
2.248;7
2.249;7
2.25;7
2.251;7
2.252;7
2.253;7
2.254;7
2.255;7
2.256;7
2.257;6
2.258;8
2.259;7
2.26;7
2.261;6
2.262;8
2.263;7
2.264;6
2.265;7
2.266;8
2.267;6
2.268;8
2.269;6
2.27;8
2.271;6
2.272;7
2.273;7
2.274;7
2.275;7
2.276;7
2.277;7
2.278;7
2.279;7
2.28;7
2.281;7
2.282;7
2.283;7
2.284;7
2.285;7
2.286;7
2.287;7
2.288;7
2.289;7
2.29;7
2.291;7
2.292;7
2.293;7
2.294;7
2.295;7
2.296;7
2.297;7
2.298;7
2.299;7
2.3;7
2.301;7
2.302;7
2.303;7
2.304;7
2.305;7
2.306;7
2.307;7
2.308;7
2.309;7
2.31;7
2.311;7
2.312;7
2.313;7
2.314;7
2.315;7
2.316;7
2.317;7
2.318;7
2.319;7
2.32;7
2.321;7
2.322;7
2.323;7
2.324;7
