t [s]; speed [encoder diff @ 1KHz]
2.325;7
2.326;8
2.327;6
2.328;8
2.329;6
2.33;8
2.331;7
2.332;7
2.333;6
2.334;8
2.335;7
2.336;7
2.337;7
2.338;7
2.339;7
2.34;7
2.341;7
2.342;7
2.343;7
2.344;7
2.345;7
2.346;7
2.347;7
2.348;7
2.349;7
2.35;7
2.351;7
2.352;7
2.353;7
2.354;7
2.355;8
2.356;6
2.357;7
2.358;7
2.359;8
2.36;7
2.361;7
2.362;7
2.363;7
2.364;7
2.365;7
2.366;7
2.367;7
2.368;7
2.369;7
2.37;7
2.371;7
2.372;7
2.373;7
2.374;7
2.375;7
2.376;8
2.377;7
2.378;7
2.379;6
2.38;8
2.381;7
2.382;7
2.383;7
2.384;7
2.385;7
2.386;7
2.387;7
2.388;7
2.389;8
2.39;6
2.391;7
2.392;7
2.393;8
2.394;7
2.395;7
2.396;7
2.397;7
2.398;7
2.399;7
2.4;7
2.401;7
2.402;7
2.403;7
2.404;8
2.405;6
2.406;8
2.407;7
2.408;7
2.409;7
2.41;7
2.411;7
2.412;7
2.413;7
2.414;7
2.415;8
2.416;6
2.417;8
2.418;6
2.419;8
2.42;7
2.421;7
2.422;7
2.423;7
2.424;7
2.425;7
2.426;7
2.427;7
2.428;8
2.429;7
2.43;7
2.431;7
2.432;7
2.433;7
2.434;7
2.435;7
2.436;7
2.437;8
2.438;6
2.439;8
2.44;7
2.441;7
2.442;7
2.443;7
2.444;7
2.445;7
2.446;8
2.447;6
2.448;8
2.449;6
2.45;8
2.451;7
2.452;7
2.453;7
2.454;7
2.455;7
2.456;7
2.457;8
2.458;6
2.459;8
2.46;7
2.461;7
2.462;7
2.463;7
2.464;7
2.465;8
2.466;7
2.467;6
2.468;8
2.469;7
2.47;7
2.471;7
2.472;7
2.473;8
2.474;7
2.475;7
2.476;6
2.477;8
2.478;7
2.479;7
2.48;7
2.481;7
2.482;8
2.483;7
2.484;7
2.485;7
2.486;7
2.487;7
2.488;7
2.489;7
2.49;7
2.491;8
2.492;7
2.493;7
2.494;7
2.495;7
2.496;8
2.497;6
2.498;8
2.499;7
2.5;7
2.501;7
2.502;7
2.503;7
2.504;7
2.505;8
2.506;7
2.507;7
2.508;7
2.509;7
2.51;7
2.511;7
2.512;8
2.513;6
2.514;8
2.515;7
2.516;7
2.517;7
2.518;7
2.519;8
2.52;7
2.521;7
2.522;7
2.523;7
2.524;7
2.525;7
2.526;8
2.527;6
2.528;8
2.529;7
2.53;7
2.531;7
2.532;7
2.533;8
2.534;7
2.535;7
2.536;7
2.537;7
2.538;8
2.539;7
2.54;7
2.541;7
2.542;7
2.543;7
2.544;7
2.545;8
2.546;6
2.547;8
2.548;7
2.549;7
2.55;7
2.551;7
2.552;8
2.553;7
2.554;7
2.555;7
2.556;7
2.557;8
2.558;7
2.559;7
2.56;7
2.561;7
2.562;7
2.563;7
2.564;8
2.565;7
2.566;7
2.567;7
2.568;7
2.569;7
2.57;7
2.571;8
2.572;7
2.573;7
2.574;7
2.575;7
2.576;8
2.577;7
2.578;7
2.579;7
2.58;7
2.581;8
2.582;7
2.583;7
2.584;7
2.585;7
2.586;7
2.587;8
2.588;7
2.589;7
2.59;7
2.591;7
2.592;7
2.593;8
2.594;7
2.595;7
2.596;7
2.597;7
2.598;8
2.599;6
2.6;8
2.601;7
2.602;7
2.603;7
2.604;7
2.605;8
2.606;7
2.607;7
2.608;7
2.609;7
2.61;8
2.611;7
2.612;7
2.613;7
2.614;7
2.615;8
2.616;7
2.617;7
2.618;7
2.619;7
2.62;8
2.621;7
2.622;7
2.623;7
2.624;7
2.625;8
2.626;7
2.627;7
2.628;7
2.629;7
2.63;8
2.631;7
2.632;7
2.633;7
2.634;7
2.635;7
2.636;8
2.637;7
2.638;7
2.639;7
2.64;8
2.641;7
2.642;7
2.643;7
2.644;7
2.645;7
2.646;7
2.647;8
2.648;7
2.649;7
2.65;7
2.651;8
2.652;7
2.653;7
2.654;7
2.655;8
2.656;6
2.657;8
2.658;7
2.659;7
2.66;7
2.661;7
2.662;8
2.663;7
2.664;7
2.665;7
2.666;8
2.667;7
2.668;7
2.669;7
2.67;7
2.671;7
2.672;8
2.673;7
2.674;7
2.675;8
2.676;7
2.677;7
2.678;7
2.679;7
2.68;8
2.681;7
2.682;7
2.683;7
2.684;7
2.685;8
2.686;7
2.687;7
2.688;7
2.689;7
2.69;8
2.691;7
2.692;7
2.693;7
2.694;7
2.695;8
2.696;7
2.697;7
2.698;7
2.699;7
2.7;8
2.701;7
2.702;7
2.703;7
2.704;7
2.705;8
2.706;7
2.707;7
2.708;7
2.709;7
2.71;8
2.711;7
2.712;7
2.713;8
2.714;6
2.715;8
2.716;7
2.717;7
2.718;8
2.719;7
2.72;7
2.721;8
2.722;6
2.723;8
2.724;7
2.725;7
2.726;8
2.727;7
2.728;7
2.729;7
2.73;7
2.731;8
2.732;7
2.733;7
2.734;7
2.735;7
2.736;8
2.737;7
2.738;7
2.739;7
2.74;7
2.741;8
2.742;7
2.743;7
2.744;7
2.745;7
2.746;8
2.747;7
2.748;8
2.749;7
2.75;7
2.751;7
2.752;8
2.753;7
2.754;7
2.755;7
2.756;7
2.757;8
2.758;7
2.759;7
2.76;7
2.761;7
2.762;8
2.763;7
2.764;7
2.765;8
2.766;7
2.767;7
2.768;7
2.769;7
2.77;8
2.771;7
2.772;7
2.773;8
2.774;7
2.775;7
2.776;7
2.777;7
2.778;8
2.779;7
2.78;7
2.781;7
2.782;7
2.783;8
2.784;7
2.785;7
2.786;8
2.787;7
2.788;7
2.789;8
2.79;7
2.791;7
2.792;7
2.793;7
2.794;8
2.795;7
2.796;7
2.797;7
2.798;7
2.799;8
2.8;7
2.801;7
2.802;8
2.803;7
2.804;7
2.805;8
2.806;7
2.807;7
2.808;7
2.809;7
2.81;8
2.811;7
2.812;7
2.813;7
2.814;7
2.815;8
2.816;7
2.817;7
2.818;8
2.819;7
2.82;7
2.821;8
2.822;7
2.823;7
2.824;7
2.825;7
2.826;8
2.827;7
2.828;7
2.829;8
2.83;7
2.831;7
2.832;7
2.833;8
2.834;7
2.835;7
2.836;7
2.837;8
2.838;7
2.839;7
2.84;8
2.841;7
2.842;7
2.843;7
2.844;8
2.845;7
2.846;7
2.847;7
2.848;8
2.849;7
2.85;7
2.851;7
2.852;7
2.853;8
2.854;7
2.855;7
2.856;8
2.857;7
2.858;7
2.859;8
2.86;7
2.861;7
2.862;7
2.863;7
2.864;8
2.865;7
2.866;7
2.867;8
2.868;7
2.869;7
2.87;8
2.871;7
2.872;7
2.873;7
2.874;7
2.875;8
2.876;7
2.877;7
2.878;8
2.879;7
2.88;7
2.881;8
2.882;7
2.883;7
2.884;7
2.885;7
2.886;8
2.887;7
2.888;8
2.889;7
2.89;7
2.891;7
2.892;8
2.893;7
2.894;7
2.895;8
2.896;6
2.897;8
2.898;7
2.899;8
2.9;7
2.901;7
2.902;7
2.903;8
2.904;7
2.905;7
2.906;8
2.907;7
2.908;7
2.909;7
2.91;8
2.911;7
2.912;7
2.913;7
2.914;8
2.915;7
2.916;7
2.917;8
2.918;7
2.919;7
2.92;8
2.921;7
2.922;7
2.923;7
2.924;7
2.925;8
2.926;7
2.927;8
2.928;7
2.929;7
2.93;7
2.931;8
2.932;7
2.933;7
2.934;7
2.935;7
2.936;8
2.937;8
2.938;7
2.939;7
2.94;7
2.941;7
2.942;8
2.943;7
2.944;7
2.945;8
2.946;7
2.947;7
2.948;8
2.949;7
2.95;7
2.951;7
2.952;7
2.953;8
2.954;8
2.955;7
2.956;7
2.957;7
2.958;7
2.959;8
2.96;7
2.961;7
2.962;8
2.963;7
2.964;7
2.965;8
2.966;7
2.967;7
2.968;7
2.969;7
2.97;8
2.971;7
2.972;8
2.973;7
2.974;7
2.975;7
2.976;8
2.977;7
2.978;7
2.979;8
2.98;7
2.981;7
2.982;8
2.983;7
2.984;7
2.985;7
2.986;7
2.987;8
2.988;8
2.989;7
2.99;7
2.991;7
2.992;7
2.993;8
2.994;7
2.995;7
2.996;8
2.997;7
2.998;7
2.999;8
3.0;7
3.001;7
3.002;8
3.003;7
3.004;7
3.005;8
3.006;7
3.007;7
3.008;7
3.009;7
3.01;8
3.011;7
3.012;8
3.013;7
3.014;7
3.015;7
3.016;8
3.017;7
3.018;7
3.019;8
3.02;7
3.021;7
3.022;8
3.023;7
3.024;7
3.025;7
3.026;7
3.027;8
3.028;8
3.029;7
3.03;7
3.031;7
3.032;7
3.033;8
3.034;7
3.035;8
3.036;7
3.037;7
3.038;7
3.039;8
3.04;7
3.041;7
3.042;8
3.043;7
3.044;7
3.045;8
3.046;7
3.047;7
3.048;7
3.049;8
3.05;7
3.051;8
3.052;7
3.053;7
3.054;7
3.055;8
3.056;7
3.057;7
3.058;8
3.059;7
3.06;7
3.061;7
3.062;8
3.063;7
3.064;8
3.065;7
3.066;7
3.067;7
3.068;8
3.069;7
3.07;7
3.071;8
3.072;7
3.073;7
3.074;8
3.075;7
3.076;7
3.077;8
3.078;7
3.079;7
3.08;8
3.081;7
3.082;7
3.083;7
3.084;7
3.085;8
3.086;8
3.087;7
3.088;7
3.089;7
3.09;7
3.091;8
3.092;8
3.093;7
3.094;7
3.095;7
3.096;7
3.097;8
3.098;7
3.099;8
3.1;7
3.101;7
3.102;7
3.103;8
3.104;7
3.105;8
3.106;7
3.107;7
3.108;7
3.109;8
3.11;7
3.111;8
3.112;7
3.113;7
3.114;7
3.115;8
3.116;7
3.117;7
3.118;8
3.119;7
3.12;7
3.121;8
3.122;7
3.123;7
3.124;8
3.125;7
3.126;7
3.127;8
3.128;7
3.129;7
3.13;8
3.131;7
3.132;7
3.133;8
3.134;7
3.135;7
3.136;8
3.137;7
3.138;7
3.139;8
3.14;7
3.141;7
3.142;8
3.143;7
3.144;7
3.145;8
3.146;7
3.147;7
3.148;8
3.149;7
3.15;7
3.151;8
3.152;7
3.153;7
3.154;8
3.155;7
3.156;7
3.157;8
3.158;7
3.159;7
3.16;8
3.161;7
3.162;7
3.163;8
3.164;7
3.165;7
3.166;8
3.167;7
3.168;7
3.169;8
3.17;7
3.171;7
3.172;8
3.173;7
3.174;7
3.175;8
3.176;7
3.177;7
3.178;8
3.179;7
3.18;7
3.181;8
3.182;7
3.183;7
3.184;8
3.185;7
3.186;7
3.187;8
3.188;7
3.189;7
3.19;8
3.191;7
3.192;7
3.193;8
3.194;7
3.195;8
3.196;7
3.197;7
3.198;7
3.199;8
3.2;7
3.201;8
3.202;7
3.203;7
3.204;7
3.205;8
3.206;7
3.207;8
3.208;7
3.209;7
3.21;8
3.211;7
3.212;8
3.213;7
3.214;7
3.215;7
3.216;7
3.217;8
3.218;8
3.219;7
3.22;7
3.221;7
3.222;8
3.223;7
3.224;8
3.225;7
3.226;7
3.227;8
3.228;7
3.229;7
3.23;8
3.231;7
3.232;7
3.233;8
3.234;7
3.235;7
3.236;8
3.237;7
3.238;7
3.239;8
3.24;7
3.241;7
3.242;8
3.243;7
3.244;8
3.245;7
3.246;7
3.247;7
3.248;8
3.249;8
3.25;7
3.251;7
3.252;7
3.253;8
3.254;7
3.255;8
3.256;7
3.257;7
3.258;8
3.259;7
3.26;7
3.261;8
3.262;7
3.263;7
3.264;8
3.265;7
3.266;7
3.267;8
3.268;7
3.269;7
3.27;8
3.271;7
3.272;7
3.273;8
3.274;7
3.275;8
3.276;7
3.277;7
3.278;7
3.279;8
3.28;8
3.281;7
3.282;7
3.283;8
3.284;7
3.285;7
3.286;8
3.287;7
3.288;7
3.289;8
3.29;7
3.291;7
3.292;8
3.293;7
3.294;8
3.295;7
3.296;7
3.297;7
3.298;8
3.299;7
3.3;8
3.301;7
3.302;7
3.303;7
3.304;8
3.305;8
3.306;7
3.307;7
3.308;8
3.309;7
3.31;7
3.311;8
3.312;7
3.313;7
3.314;8
3.315;7
3.316;7
3.317;8
3.318;7
3.319;8
3.32;7
3.321;7
3.322;7
3.323;8
3.324;8
3.325;7
3.326;7
3.327;7
3.328;8
3.329;7
3.33;8
3.331;7
3.332;7
3.333;8
3.334;7
3.335;7
3.336;8
3.337;7
3.338;8
3.339;7
3.34;7
3.341;8
3.342;7
3.343;8
3.344;7
3.345;7
3.346;8
3.347;7
3.348;7
3.349;8
3.35;7
3.351;8
3.352;7
3.353;7
3.354;7
3.355;8
3.356;8
3.357;7
3.358;7
3.359;7
3.36;8
3.361;7
3.362;8
3.363;7
3.364;7
3.365;8
3.366;7
3.367;7
3.368;8
3.369;7
3.37;8
3.371;7
3.372;7
3.373;8
3.374;7
3.375;8
3.376;7
3.377;7
3.378;8
3.379;7
3.38;7
3.381;8
3.382;7
3.383;8
3.384;7
3.385;7
3.386;7
3.387;8
3.388;8
3.389;7
3.39;7
3.391;8
3.392;7
3.393;7
3.394;8
3.395;8
3.396;7
3.397;7
3.398;8
3.399;7
3.4;7
3.401;8
3.402;7
3.403;7
3.404;8
3.405;7
3.406;7
3.407;8
3.408;7
3.409;8
3.41;7
3.411;8
3.412;7
3.413;7
3.414;8
3.415;7
3.416;8
3.417;7
3.418;7
3.419;7
3.42;8
3.421;8
3.422;7
3.423;7
3.424;8
3.425;7
3.426;7
3.427;8
3.428;7
3.429;8
3.43;7
3.431;7
3.432;8
3.433;7
3.434;8
3.435;7
3.436;7
3.437;8
3.438;7
3.439;7
3.44;8
3.441;8
3.442;7
3.443;7
3.444;8
3.445;7
3.446;7
3.447;8
3.448;7
3.449;8
3.45;7
3.451;8
3.452;7
3.453;7
3.454;8
3.455;7
3.456;8
3.457;7
3.458;7
3.459;7
3.46;8
3.461;8
3.462;7
3.463;7
3.464;8
3.465;7
3.466;7
3.467;8
3.468;8
3.469;7
3.47;7
3.471;8
3.472;7
3.473;7
3.474;8
3.475;7
3.476;8
3.477;7
3.478;8
3.479;7
3.48;7
3.481;8
3.482;7
3.483;7
3.484;8
3.485;7
3.486;8
3.487;7
3.488;8
3.489;7
3.49;7
3.491;8
3.492;7
3.493;7
3.494;8
3.495;8
3.496;7
3.497;7
3.498;8
3.499;7
3.5;7
3.501;8
3.502;7
3.503;8
3.504;7
3.505;7
3.506;8
3.507;7
3.508;8
3.509;7
3.51;8
3.511;7
3.512;7
3.513;7
3.514;8
3.515;8
3.516;7
3.517;7
3.518;8
3.519;7
3.52;7
3.521;8
3.522;8
3.523;7
3.524;7
3.525;8
3.526;7
3.527;7
3.528;8
3.529;7
3.53;8
3.531;7
3.532;8
3.533;7
3.534;7
3.535;8
3.536;7
3.537;8
3.538;7
3.539;7
3.54;7
3.541;8
3.542;8
3.543;7
3.544;7
3.545;8
3.546;7
3.547;7
3.548;8
3.549;8
3.55;7
3.551;7
3.552;8
3.553;7
3.554;7
3.555;8
3.556;8
3.557;7
3.558;7
3.559;8
3.56;7
3.561;7
3.562;8
3.563;7
3.564;8
3.565;7
3.566;8
3.567;7
3.568;7
3.569;8
3.57;7
3.571;8
3.572;7
3.573;7
3.574;8
3.575;7
3.576;8
3.577;7
3.578;7
3.579;8
3.58;7
3.581;7
3.582;8
3.583;8
3.584;7
3.585;7
3.586;8
3.587;7
3.588;7
3.589;8
3.59;8
3.591;7
3.592;7
3.593;8
3.594;7
3.595;7
3.596;8
3.597;7
3.598;8
3.599;7
3.6;8
3.601;7
3.602;7
3.603;8
3.604;7
3.605;8
3.606;7
3.607;7
3.608;8
3.609;7
3.61;8
3.611;7
3.612;7
3.613;8
3.614;7
3.615;7
3.616;8
3.617;8
3.618;7
3.619;7
3.62;8
3.621;7
3.622;7
3.623;8
3.624;8
3.625;7
3.626;7
3.627;8
3.628;7
3.629;7
3.63;8
3.631;7
3.632;8
3.633;7
3.634;7
3.635;8
3.636;7
3.637;8
3.638;7
3.639;8
3.64;7
3.641;7
3.642;8
3.643;7
3.644;8
3.645;7
3.646;7
3.647;8
3.648;7
3.649;8
3.65;7
3.651;8
3.652;7
3.653;7
3.654;8
3.655;7
3.656;7
3.657;8
3.658;8
3.659;7
3.66;7
3.661;8
3.662;7
3.663;7
3.664;8
3.665;8
3.666;7
3.667;7
3.668;8
3.669;7
3.67;7
3.671;8
3.672;7
3.673;8
3.674;7
3.675;8
3.676;7
3.677;7
3.678;8
3.679;7
3.68;8
3.681;7
3.682;7
3.683;8
3.684;7
3.685;8
3.686;7
3.687;8
3.688;7
3.689;7
3.69;8
3.691;7
3.692;8
3.693;7
3.694;8
3.695;7
3.696;7
3.697;8
3.698;7
3.699;8
3.7;7
3.701;7
3.702;8
3.703;7
3.704;7
3.705;8
3.706;8
3.707;7
3.708;7
3.709;8
3.71;7
3.711;7
3.712;8
3.713;8
3.714;7
3.715;7
3.716;8
3.717;7
3.718;7
3.719;8
3.72;8
3.721;7
3.722;7
3.723;8
3.724;7
3.725;7
3.726;8
3.727;8
3.728;7
3.729;7
3.73;8
3.731;7
3.732;7
3.733;8
3.734;8
3.735;7
3.736;7
3.737;8
3.738;7
3.739;7
3.74;8
3.741;7
3.742;8
3.743;7
3.744;8
3.745;7
3.746;7
3.747;8
3.748;7
3.749;8
3.75;7
3.751;8
3.752;7
3.753;7
3.754;8
3.755;7
3.756;8
3.757;7
3.758;8
3.759;7
3.76;7
3.761;8
3.762;7
3.763;8
3.764;7
3.765;8
3.766;7
3.767;7
3.768;8
3.769;7
3.77;8
3.771;7
3.772;7
3.773;8
3.774;7
3.775;8
3.776;7
3.777;8
3.778;7
3.779;7
3.78;8
3.781;7
3.782;8
3.783;7
3.784;8
3.785;7
3.786;7
3.787;8
3.788;7
3.789;8
3.79;7
3.791;8
3.792;7
3.793;7
3.794;8
3.795;7
3.796;8
3.797;7
3.798;8
3.799;7
3.8;8
3.801;7
3.802;7
3.803;8
3.804;7
3.805;8
3.806;7
3.807;8
3.808;7
3.809;7
3.81;8
3.811;7
3.812;8
3.813;7
3.814;7
3.815;7
3.816;8
3.817;8
3.818;7
3.819;8
3.82;7
3.821;7
3.822;8
3.823;7
3.824;8
3.825;7
3.826;8
3.827;7
3.828;7
3.829;8
3.83;7
3.831;8
3.832;7
3.833;8
3.834;7
3.835;8
3.836;7
3.837;7
3.838;8
3.839;7
3.84;8
3.841;7
3.842;8
3.843;7
3.844;7
3.845;8
3.846;7
3.847;8
3.848;7
3.849;8
3.85;7
3.851;7
3.852;8
3.853;7
3.854;8
3.855;7
3.856;8
3.857;7
3.858;7
3.859;8
3.86;7
3.861;8
3.862;7
3.863;8
3.864;7
3.865;7
3.866;8
3.867;8
3.868;7
3.869;7
3.87;8
3.871;7
3.872;7
3.873;8
3.874;8
3.875;7
3.876;7
3.877;8
3.878;7
3.879;7
3.88;8
3.881;8
3.882;7
3.883;7
3.884;8
3.885;7
3.886;7
3.887;8
3.888;8
3.889;7
3.89;8
3.891;7
3.892;7
3.893;8
3.894;7
3.895;8
3.896;7
3.897;8
3.898;7
3.899;8
3.9;7
3.901;7
3.902;8
3.903;7
3.904;8
3.905;7
3.906;8
3.907;7
3.908;7
3.909;8
3.91;8
3.911;7
3.912;7
3.913;8
3.914;7
3.915;7
3.916;8
3.917;8
3.918;7
3.919;7
3.92;8
3.921;7
3.922;8
3.923;7
3.924;8
3.925;7
3.926;8
3.927;7
3.928;8
3.929;7
3.93;7
3.931;8
3.932;7
3.933;8
3.934;7
3.935;8
3.936;7
3.937;7
3.938;8
3.939;8
3.94;7
3.941;7
3.942;8
3.943;7
3.944;7
3.945;8
3.946;8
3.947;7
3.948;7
3.949;8
3.95;7
3.951;7
3.952;8
3.953;8
3.954;7
3.955;8
3.956;7
3.957;7
3.958;8
3.959;7
3.96;8
3.961;8
3.962;7
3.963;7
3.964;8
3.965;7
3.966;7
3.967;8
3.968;8
3.969;7
3.97;7
3.971;8
3.972;7
3.973;8
3.974;7
3.975;8
3.976;7
3.977;8
3.978;7
3.979;8
3.98;7
3.981;7
3.982;8
3.983;7
3.984;8
3.985;7
3.986;8
3.987;7
3.988;7
3.989;8
3.99;8
3.991;7
3.992;7
3.993;8
3.994;7
3.995;8
3.996;7
3.997;8
3.998;7
3.999;8
4.0;7
4.001;8
4.002;7
4.003;7
4.004;8
4.005;8
4.006;7
4.007;7
4.008;8
4.009;7
4.01;7
4.011;8
4.012;8
4.013;7
4.014;8
4.015;7
4.016;8
4.017;7
4.018;7
4.019;8
4.02;8
4.021;7
4.022;7
4.023;8
4.024;7
4.025;7
4.026;8
4.027;8
4.028;7
4.029;8
4.03;7
4.031;7
4.032;8
4.033;7
4.034;8
4.035;7
4.036;8
4.037;7
4.038;8
4.039;7
4.04;7
4.041;8
4.042;8
4.043;7
4.044;8
4.045;7
4.046;7
4.047;8
4.048;7
4.049;8
4.05;7
4.051;8
4.052;7
4.053;8
4.054;7
4.055;7
4.056;8
4.057;8
4.058;7
4.059;8
4.06;7
4.061;7
4.062;8
4.063;7
4.064;8
4.065;7
4.066;8
4.067;7
4.068;8
4.069;7
4.07;7
4.071;8
4.072;8
4.073;7
4.074;7
4.075;8
4.076;7
4.077;8
4.078;7
4.079;8
4.08;7
4.081;8
4.082;7
4.083;8
4.084;7
4.085;7
4.086;8
4.087;8
4.088;7
4.089;7
4.09;8
4.091;7
4.092;8
4.093;7
4.094;8
4.095;7
4.096;8
4.097;7
4.098;8
4.099;7
4.1;7
4.101;8
4.102;8
4.103;7
4.104;7
4.105;8
4.106;7
4.107;8
4.108;7
4.109;8
4.11;7
4.111;8
4.112;7
4.113;8
4.114;7
4.115;7
4.116;8
4.117;8
4.118;7
4.119;7
4.12;8
4.121;8
4.122;7
4.123;7
4.124;8
4.125;7
4.126;8
4.127;7
4.128;8
4.129;7
4.13;7
4.131;8
4.132;8
4.133;7
4.134;8
4.135;7
4.136;8
4.137;7
4.138;7
4.139;8
4.14;8
4.141;7
4.142;7
4.143;8
4.144;7
4.145;7
4.146;8
4.147;8
4.148;7
4.149;8
4.15;7
4.151;8
4.152;7
4.153;7
4.154;8
4.155;8
4.156;7
4.157;7
4.158;8
4.159;7
4.16;8
4.161;7
4.162;8
4.163;8
4.164;7
4.165;7
4.166;8
4.167;7
4.168;7
4.169;8
4.17;8
4.171;7
4.172;8
4.173;7
4.174;8
4.175;7
4.176;7
4.177;8
4.178;8
4.179;7
4.18;8
4.181;7
4.182;7
4.183;8
4.184;7
4.185;8
4.186;8
4.187;7
4.188;7
4.189;8
4.19;7
4.191;7
4.192;8
4.193;8
4.194;7
4.195;8
4.196;7
4.197;8
4.198;7
4.199;7
4.2;8
4.201;8
4.202;7
4.203;8
4.204;7
4.205;7
4.206;8
4.207;7
4.208;8
4.209;8
4.21;7
4.211;7
4.212;8
4.213;7
4.214;8
4.215;7
4.216;8
4.217;7
4.218;8
4.219;7
4.22;8
4.221;7
4.222;7
4.223;8
4.224;8
4.225;7
4.226;8
4.227;7
4.228;8
4.229;7
4.23;7
4.231;8
4.232;8
4.233;7
4.234;8
4.235;7
4.236;8
4.237;7
4.238;7
4.239;8
4.24;8
4.241;7
4.242;7
4.243;8
4.244;7
4.245;8
4.246;7
4.247;8
4.248;8
4.249;7
4.25;7
4.251;8
4.252;7
4.253;8
4.254;7
4.255;8
4.256;7
4.257;8
4.258;7
4.259;8
4.26;7
4.261;8
4.262;7
4.263;8
4.264;7
4.265;8
4.266;7
4.267;8
4.268;7
4.269;8
4.27;7
4.271;8
4.272;7
4.273;8
4.274;7
4.275;8
4.276;7
4.277;8
4.278;7
4.279;8
4.28;7
4.281;8
4.282;7
4.283;8
4.284;7
4.285;7
4.286;8
4.287;8
4.288;7
4.289;8
4.29;7
4.291;8
4.292;7
4.293;7
4.294;8
4.295;8
4.296;7
4.297;8
4.298;7
4.299;8
4.3;7
4.301;7
4.302;8
4.303;8
4.304;7
4.305;7
4.306;8
4.307;8
4.308;7
4.309;7
4.31;8
4.311;8
4.312;7
4.313;7
4.314;8
4.315;8
4.316;7
4.317;7
4.318;8
4.319;8
4.32;7
4.321;7
4.322;8
4.323;8
4.324;7
4.325;7
4.326;8
4.327;8
4.328;7
4.329;7
4.33;8
4.331;8
4.332;7
4.333;7
4.334;8
4.335;8
4.336;7
4.337;8
4.338;7
4.339;8
4.34;7
4.341;7
4.342;8
4.343;8
4.344;7
4.345;8
4.346;7
4.347;8
4.348;7
4.349;7
4.35;8
4.351;8
4.352;7
4.353;8
4.354;7
4.355;8
4.356;7
4.357;7
4.358;8
4.359;8
4.36;7
4.361;8
4.362;7
4.363;8
4.364;7
4.365;7
4.366;8
4.367;8
4.368;7
4.369;8
4.37;7
4.371;8
4.372;7
4.373;8
4.374;7
4.375;8
4.376;7
4.377;8
4.378;7
4.379;8
4.38;7
4.381;8
4.382;7
4.383;8
4.384;7
4.385;8
4.386;7
4.387;8
4.388;7
4.389;8
4.39;7
4.391;8
4.392;7
4.393;8
4.394;7
4.395;8
4.396;7
4.397;8
4.398;7
4.399;8
4.4;7
4.401;8
4.402;7
4.403;8
4.404;7
4.405;8
4.406;7
4.407;8
4.408;8
4.409;7
4.41;7
4.411;8
4.412;8
4.413;7
4.414;7
4.415;8
4.416;8
4.417;7
4.418;8
4.419;7
4.42;8
4.421;7
4.422;7
4.423;8
4.424;8
4.425;7
4.426;8
4.427;7
4.428;8
4.429;7
4.43;7
4.431;8
4.432;8
4.433;7
4.434;8
4.435;7
4.436;8
4.437;7
4.438;8
4.439;7
4.44;8
4.441;8
4.442;7
4.443;7
4.444;8
4.445;7
4.446;8
4.447;7
4.448;8
4.449;8
4.45;7
4.451;7
4.452;8
4.453;7
4.454;8
4.455;7
4.456;8
4.457;8
4.458;7
4.459;8
4.46;7
4.461;8
4.462;7
4.463;7
4.464;8
4.465;8
4.466;7
4.467;8
4.468;7
4.469;8
4.47;7
4.471;7
4.472;8
4.473;8
4.474;8
4.475;7
4.476;7
4.477;8
4.478;7
4.479;8
4.48;7
4.481;8
4.482;8
4.483;7
4.484;8
4.485;7
4.486;7
4.487;8
4.488;7
4.489;8
4.49;8
4.491;7
4.492;8
4.493;7
4.494;8
4.495;7
4.496;7
4.497;8
4.498;8
4.499;7
4.5;8
4.501;7
4.502;8
4.503;7
4.504;8
4.505;7
4.506;8
4.507;8
4.508;7
4.509;8
4.51;7
4.511;7
4.512;8
4.513;7
4.514;8
4.515;8
4.516;7
4.517;8
4.518;7
4.519;8
4.52;7
4.521;7
4.522;8
4.523;8
4.524;8
4.525;7
4.526;7
4.527;8
4.528;7
4.529;8
4.53;7
4.531;8
4.532;8
4.533;7
4.534;8
4.535;7
4.536;8
4.537;7
4.538;7
4.539;8
4.54;8
4.541;7
4.542;8
4.543;7
4.544;8
4.545;8
4.546;7
4.547;7
4.548;8
4.549;8
4.55;7
4.551;8
4.552;7
4.553;8
4.554;7
4.555;8
4.556;7
4.557;8
4.558;7
4.559;8
4.56;7
4.561;8
4.562;8
4.563;7
4.564;7
4.565;8
4.566;8
4.567;7
4.568;8
4.569;7
4.57;8
4.571;7
4.572;8
4.573;7
4.574;8
4.575;7
4.576;8
4.577;7
4.578;8
4.579;8
4.58;7
4.581;7
4.582;8
4.583;8
4.584;7
4.585;8
4.586;7
4.587;8
4.588;7
4.589;8
4.59;7
4.591;8
4.592;8
4.593;7
4.594;8
4.595;7
4.596;8
4.597;7
4.598;7
4.599;8
4.6;8
4.601;7
4.602;8
4.603;7
4.604;8
4.605;7
4.606;8
4.607;7
4.608;8
4.609;8
4.61;7
4.611;8
4.612;7
4.613;8
4.614;7
4.615;7
4.616;8
4.617;8
4.618;8
4.619;7
4.62;7
4.621;8
4.622;7
4.623;8
4.624;7
4.625;8
4.626;8
4.627;7
4.628;8
4.629;7
4.63;8
4.631;7
4.632;8
4.633;7
4.634;8
4.635;8
4.636;7
4.637;8
4.638;7
4.639;8
4.64;7
4.641;7
4.642;8
4.643;8
4.644;8
4.645;7
4.646;7
4.647;8
4.648;8
4.649;7
4.65;7
4.651;8
4.652;8
4.653;7
