t [s]; current [mA]
0.0238;255.79833984375
0.02385;252.777099609375
0.0239;252.777099609375
0.02395;252.777099609375
0.024;250.762939453125
0.02405;252.777099609375
0.0241;252.777099609375
0.02415;250.762939453125
0.0242;252.777099609375
0.02425;252.777099609375
0.0243;252.777099609375
0.02435;253.7841796875
0.0244;252.777099609375
0.02445;252.777099609375
0.0245;252.777099609375
0.02455;251.77001953125
0.0246;251.77001953125
0.02465;250.762939453125
0.0247;251.77001953125
0.02475;250.762939453125
0.0248;249.755859375
0.02485;250.762939453125
0.0249;251.77001953125
0.02495;247.74169921875
0.025;248.748779296875
0.02505;247.74169921875
0.0251;246.734619140625
0.02515;243.71337890625
0.0252;243.71337890625
0.02525;240.692138671875
0.0253;238.677978515625
0.02535;236.663818359375
0.0254;235.65673828125
0.02545;230.621337890625
0.0255;227.60009765625
0.02555;225.5859375
0.0256;226.593017578125
0.02565;224.578857421875
0.0257;221.5576171875
0.02575;218.536376953125
0.0258;218.536376953125
0.02585;215.51513671875
0.0259;214.508056640625
0.02595;212.493896484375
0.026;213.5009765625
0.02605;213.5009765625
0.0261;215.51513671875
0.02615;216.522216796875
0.0262;218.536376953125
0.02625;217.529296875
0.0263;215.51513671875
0.02635;212.493896484375
0.0264;209.47265625
0.02645;208.465576171875
0.0265;203.43017578125
0.02655;201.416015625
0.0266;198.394775390625
0.02665;197.3876953125
0.0267;192.352294921875
0.02675;188.323974609375
0.0268;187.31689453125
0.02685;186.309814453125
0.0269;180.267333984375
0.02695;175.23193359375
0.027;174.224853515625
0.02705;174.224853515625
0.0271;175.23193359375
0.02715;166.168212890625
0.0272;167.17529296875
0.02725;166.168212890625
0.0273;167.17529296875
0.02735;167.17529296875
0.0274;167.17529296875
0.02745;167.17529296875
0.0275;170.196533203125
0.02755;167.17529296875
0.0276;166.168212890625
0.02765;167.17529296875
0.0277;166.168212890625
0.02775;167.17529296875
0.0278;166.168212890625
0.02785;167.17529296875
0.0279;168.182373046875
0.02795;167.17529296875
0.028;167.17529296875
0.02805;166.168212890625
0.0281;167.17529296875
0.02815;166.168212890625
0.0282;167.17529296875
0.02825;166.168212890625
0.0283;167.17529296875
0.02835;164.154052734375
0.0284;166.168212890625
0.02845;165.1611328125
0.0285;168.182373046875
0.02855;164.154052734375
0.0286;166.168212890625
0.02865;166.168212890625
0.0287;165.1611328125
0.02875;165.1611328125
0.0288;164.154052734375
0.02885;165.1611328125
0.0289;165.1611328125
0.02895;164.154052734375
0.029;164.154052734375
0.02905;160.125732421875
0.0291;161.1328125
0.02915;162.139892578125
0.0292;159.11865234375
0.02925;159.11865234375
0.0293;159.11865234375
0.02935;157.1044921875
0.0294;157.1044921875
0.02945;157.1044921875
0.0295;156.097412109375
0.02955;155.09033203125
0.0296;156.097412109375
0.02965;154.083251953125
0.0297;155.09033203125
0.02975;154.083251953125
0.0298;153.076171875
0.02985;152.069091796875
0.0299;152.069091796875
0.02995;152.069091796875
0.03;152.069091796875
0.03005;152.069091796875
0.0301;151.06201171875
0.03015;138.97705078125
0.0302;151.06201171875
0.03025;152.069091796875
0.0303;151.06201171875
0.03035;150.054931640625
0.0304;149.0478515625
0.03045;149.0478515625
0.0305;148.040771484375
0.03055;149.0478515625
0.0306;148.040771484375
0.03065;150.054931640625
0.0307;148.040771484375
0.03075;148.040771484375
0.0308;147.03369140625
0.03085;147.03369140625
0.0309;148.040771484375
0.03095;148.040771484375
0.031;146.026611328125
0.03105;148.040771484375
0.0311;146.026611328125
0.03115;146.026611328125
0.0312;145.01953125
0.03125;146.026611328125
0.0313;146.026611328125
0.03135;144.012451171875
0.0314;145.01953125
0.03145;144.012451171875
0.0315;141.998291015625
0.03155;144.012451171875
0.0316;141.998291015625
0.03165;141.998291015625
0.0317;143.00537109375
0.03175;140.9912109375
0.0318;139.984130859375
0.03185;140.9912109375
0.0319;139.984130859375
0.03195;140.9912109375
0.032;138.97705078125
0.03205;140.9912109375
0.0321;139.984130859375
0.03215;138.97705078125
0.0322;139.984130859375
0.03225;138.97705078125
0.0323;137.969970703125
0.03235;136.962890625
0.0324;137.969970703125
0.03245;137.969970703125
0.0325;137.969970703125
0.03255;136.962890625
0.0326;138.97705078125
0.03265;136.962890625
0.0327;138.97705078125
0.03275;135.955810546875
0.0328;135.955810546875
0.03285;136.962890625
0.0329;135.955810546875
0.03295;134.94873046875
0.033;134.94873046875
0.03305;133.941650390625
0.0331;135.955810546875
0.03315;135.955810546875
0.0332;134.94873046875
0.03325;134.94873046875
0.0333;134.94873046875
0.03335;132.9345703125
0.0334;134.94873046875
0.03345;132.9345703125
0.0335;134.94873046875
0.03355;134.94873046875
0.0336;133.941650390625
0.03365;133.941650390625
0.0337;133.941650390625
0.03375;132.9345703125
0.0338;134.94873046875
0.03385;133.941650390625
0.0339;131.927490234375
0.03395;130.92041015625
0.034;131.927490234375
0.03405;130.92041015625
0.0341;128.90625
0.03415;130.92041015625
0.0342;131.927490234375
0.03425;129.913330078125
0.0343;129.913330078125
0.03435;129.913330078125
0.0344;129.913330078125
0.03445;130.92041015625
0.0345;130.92041015625
0.03455;129.913330078125
0.0346;130.92041015625
0.03465;128.90625
0.0347;128.90625
0.03475;128.90625
0.0348;129.913330078125
0.03485;129.913330078125
0.0349;129.913330078125
0.03495;130.92041015625
0.035;128.90625
0.03505;129.913330078125
0.0351;130.92041015625
0.03515;129.913330078125
0.0352;130.92041015625
0.03525;128.90625
0.0353;129.913330078125
0.03535;129.913330078125
0.0354;129.913330078125
0.03545;128.90625
0.0355;128.90625
0.03555;129.913330078125
0.0356;129.913330078125
0.03565;129.913330078125
0.0357;129.913330078125
0.03575;128.90625
0.0358;129.913330078125
0.03585;128.90625
0.0359;130.92041015625
0.03595;129.913330078125
0.036;130.92041015625
0.03605;128.90625
0.0361;128.90625
0.03615;129.913330078125
0.0362;129.913330078125
0.03625;129.913330078125
0.0363;128.90625
0.03635;128.90625
0.0364;131.927490234375
0.03645;128.90625
0.0365;128.90625
0.03655;127.899169921875
0.0366;130.92041015625
0.03665;131.927490234375
0.0367;129.913330078125
0.03675;129.913330078125
0.0368;131.927490234375
0.03685;129.913330078125
0.0369;128.90625
0.03695;128.90625
0.037;129.913330078125
0.03705;129.913330078125
0.0371;129.913330078125
0.03715;129.913330078125
0.0372;128.90625
0.03725;126.89208984375
0.0373;129.913330078125
0.03735;132.9345703125
0.0374;130.92041015625
0.03745;129.913330078125
0.0375;130.92041015625
0.03755;131.927490234375
0.0376;132.9345703125
0.03765;131.927490234375
0.0377;132.9345703125
0.03775;131.927490234375
0.0378;131.927490234375
0.03785;131.927490234375
0.0379;130.92041015625
0.03795;132.9345703125
0.038;132.9345703125
0.03805;132.9345703125
0.0381;132.9345703125
0.03815;136.962890625
0.0382;140.9912109375
0.03825;143.00537109375
0.0383;144.012451171875
0.03835;144.012451171875
0.0384;145.01953125
0.03845;145.01953125
0.0385;147.03369140625
0.03855;148.040771484375
0.0386;147.03369140625
0.03865;150.054931640625
0.0387;149.0478515625
0.03875;151.06201171875
0.0388;152.069091796875
0.03885;152.069091796875
0.0389;153.076171875
0.03895;155.09033203125
0.039;155.09033203125
0.03905;155.09033203125
0.0391;156.097412109375
0.03915;157.1044921875
0.0392;158.111572265625
0.03925;159.11865234375
0.0393;159.11865234375
0.03935;161.1328125
0.0394;164.154052734375
0.03945;165.1611328125
0.0395;168.182373046875
0.03955;171.20361328125
0.0396;172.210693359375
0.03965;173.2177734375
0.0397;173.2177734375
0.03975;175.23193359375
0.0398;176.239013671875
0.03985;177.24609375
0.0399;179.26025390625
0.03995;180.267333984375
0.04;180.267333984375
0.04005;184.295654296875
0.0401;183.28857421875
0.04015;184.295654296875
0.0402;185.302734375
0.04025;184.295654296875
0.0403;185.302734375
0.04035;185.302734375
0.0404;185.302734375
0.04045;185.302734375
0.0405;188.323974609375
0.04055;186.309814453125
0.0406;185.302734375
0.04065;181.2744140625
0.0407;181.2744140625
0.04075;176.239013671875
0.0408;171.20361328125
0.04085;169.189453125
0.0409;166.168212890625
0.04095;163.14697265625
0.041;160.125732421875
0.04105;160.125732421875
0.0411;159.11865234375
0.04115;157.1044921875
0.0412;153.076171875
0.04125;150.054931640625
0.0413;149.0478515625
0.04135;147.03369140625
0.0414;146.026611328125
0.04145;144.012451171875
0.0415;143.00537109375
0.04155;136.962890625
0.0416;137.969970703125
0.04165;135.955810546875
0.0417;133.941650390625
0.04175;132.9345703125
0.0418;132.9345703125
0.04185;133.941650390625
0.0419;129.913330078125
0.04195;130.92041015625
0.042;129.913330078125
0.04205;129.913330078125
0.0421;130.92041015625
0.04215;129.913330078125
0.0422;129.913330078125
0.04225;128.90625
0.0423;128.90625
0.04235;129.913330078125
0.0424;127.899169921875
0.04245;126.89208984375
0.0425;125.885009765625
0.04255;126.89208984375
0.0426;126.89208984375
0.04265;125.885009765625
0.0427;125.885009765625
0.04275;124.8779296875
0.0428;125.885009765625
0.04285;125.885009765625
0.0429;124.8779296875
0.04295;124.8779296875
0.043;123.870849609375
0.04305;123.870849609375
0.0431;123.870849609375
0.04315;121.856689453125
0.0432;123.870849609375
0.04325;122.86376953125
0.0433;120.849609375
0.04335;120.849609375
0.0434;121.856689453125
0.04345;120.849609375
0.0435;119.842529296875
0.04355;119.842529296875
0.0436;118.83544921875
0.04365;118.83544921875
0.0437;118.83544921875
0.04375;120.849609375
0.0438;117.828369140625
0.04385;114.80712890625
0.0439;117.828369140625
0.04395;117.828369140625
0.044;116.8212890625
0.04405;117.828369140625
0.0441;115.814208984375
0.04415;116.8212890625
0.0442;116.8212890625
0.04425;115.814208984375
0.0443;114.80712890625
0.04435;115.814208984375
0.0444;114.80712890625
0.04445;114.80712890625
0.0445;115.814208984375
0.04455;112.79296875
0.0446;113.800048828125
0.04465;113.800048828125
0.0447;111.785888671875
0.04475;111.785888671875
0.0448;111.785888671875
0.04485;111.785888671875
0.0449;110.77880859375
0.04495;110.77880859375
0.045;111.785888671875
0.04505;110.77880859375
0.0451;109.771728515625
0.04515;107.757568359375
0.0452;109.771728515625
0.04525;108.7646484375
0.0453;109.771728515625
0.04535;109.771728515625
0.0454;107.757568359375
0.04545;107.757568359375
0.0455;108.7646484375
0.04555;106.75048828125
0.0456;107.757568359375
0.04565;106.75048828125
0.0457;105.743408203125
0.04575;107.757568359375
0.0458;105.743408203125
0.04585;105.743408203125
0.0459;107.757568359375
0.04595;104.736328125
0.046;104.736328125
0.04605;104.736328125
0.0461;106.75048828125
0.04615;103.729248046875
0.0462;104.736328125
0.04625;104.736328125
0.0463;103.729248046875
0.04635;103.729248046875
0.0464;104.736328125
0.04645;103.729248046875
0.0465;102.72216796875
0.04655;102.72216796875
0.0466;101.715087890625
0.04665;101.715087890625
0.0467;103.729248046875
0.04675;101.715087890625
0.0468;101.715087890625
0.04685;101.715087890625
0.0469;101.715087890625
0.04695;99.700927734375
0.047;100.7080078125
0.04705;100.7080078125
0.0471;100.7080078125
0.04715;100.7080078125
0.0472;99.700927734375
0.04725;99.700927734375
0.0473;99.700927734375
0.04735;99.700927734375
0.0474;101.715087890625
0.04745;99.700927734375
0.0475;99.700927734375
0.04755;98.69384765625
0.0476;98.69384765625
0.04765;98.69384765625
0.0477;98.69384765625
0.04775;99.700927734375
0.0478;97.686767578125
0.04785;97.686767578125
0.0479;96.6796875
0.04795;97.686767578125
0.048;97.686767578125
0.04805;95.672607421875
0.0481;96.6796875
0.04815;95.672607421875
0.0482;96.6796875
0.04825;94.66552734375
0.0483;96.6796875
0.04835;95.672607421875
0.0484;94.66552734375
0.04845;96.6796875
0.0485;96.6796875
0.04855;95.672607421875
0.0486;95.672607421875
0.04865;95.672607421875
0.0487;95.672607421875
0.04875;96.6796875
0.0488;96.6796875
0.04885;95.672607421875
0.0489;95.672607421875
0.04895;95.672607421875
0.049;96.6796875
0.04905;95.672607421875
0.0491;97.686767578125
0.04915;96.6796875
0.0492;95.672607421875
0.04925;95.672607421875
0.0493;96.6796875
0.04935;96.6796875
0.0494;96.6796875
0.04945;96.6796875
0.0495;96.6796875
0.04955;94.66552734375
0.0496;96.6796875
0.04965;94.66552734375
0.0497;97.686767578125
0.04975;96.6796875
0.0498;97.686767578125
0.04985;98.69384765625
0.0499;96.6796875
0.04995;96.6796875
0.05;96.6796875
0.05005;95.672607421875
0.0501;97.686767578125
0.05015;96.6796875
0.0502;96.6796875
0.05025;96.6796875
0.0503;97.686767578125
0.05035;97.686767578125
0.0504;98.69384765625
0.05045;97.686767578125
0.0505;97.686767578125
0.05055;99.700927734375
0.0506;97.686767578125
0.05065;97.686767578125
0.0507;98.69384765625
0.05075;98.69384765625
0.0508;96.6796875
0.05085;97.686767578125
0.0509;97.686767578125
0.05095;95.672607421875
0.051;97.686767578125
0.05105;97.686767578125
0.0511;94.66552734375
0.05115;98.69384765625
0.0512;98.69384765625
0.05125;96.6796875
0.0513;98.69384765625
0.05135;97.686767578125
0.0514;97.686767578125
0.05145;98.69384765625
0.0515;97.686767578125
0.05155;97.686767578125
0.0516;99.700927734375
0.05165;98.69384765625
0.0517;97.686767578125
0.05175;98.69384765625
0.0518;98.69384765625
0.05185;111.785888671875
0.0519;108.7646484375
0.05195;107.757568359375
0.052;108.7646484375
0.05205;109.771728515625
0.0521;110.77880859375
0.05215;110.77880859375
0.0522;112.79296875
0.05225;112.79296875
0.0523;113.800048828125
0.05235;115.814208984375
0.0524;115.814208984375
0.05245;115.814208984375
0.0525;116.8212890625
0.05255;119.842529296875
0.0526;117.828369140625
0.05265;118.83544921875
0.0527;119.842529296875
0.05275;120.849609375
0.0528;120.849609375
0.05285;121.856689453125
0.0529;124.8779296875
0.05295;122.86376953125
0.053;123.870849609375
0.05305;123.870849609375
0.0531;124.8779296875
0.05315;123.870849609375
0.0532;122.86376953125
0.05325;120.849609375
0.0533;120.849609375
0.05335;120.849609375
0.0534;121.856689453125
0.05345;120.849609375
0.0535;122.86376953125
0.05355;122.86376953125
0.0536;120.849609375
0.05365;121.856689453125
0.0537;119.842529296875
0.05375;119.842529296875
0.0538;117.828369140625
0.05385;116.8212890625
0.0539;115.814208984375
0.05395;115.814208984375
0.054;113.800048828125
0.05405;113.800048828125
0.0541;112.79296875
0.05415;109.771728515625
0.0542;110.77880859375
0.05425;107.757568359375
0.0543;106.75048828125
0.05435;103.729248046875
0.0544;94.66552734375
0.05445;94.66552734375
0.0545;95.672607421875
0.05455;91.644287109375
0.0546;93.658447265625
0.05465;91.644287109375
0.0547;97.686767578125
0.05475;92.6513671875
0.0548;91.644287109375
0.05485;91.644287109375
0.0549;93.658447265625
0.05495;91.644287109375
0.055;90.63720703125
0.05505;90.63720703125
0.0551;90.63720703125
0.05515;89.630126953125
0.0552;90.63720703125
0.05525;89.630126953125
0.0553;89.630126953125
0.05535;87.615966796875
0.0554;89.630126953125
0.05545;87.615966796875
0.0555;87.615966796875
0.05555;87.615966796875
0.0556;86.60888671875
0.05565;84.5947265625
0.0557;86.60888671875
0.05575;84.5947265625
0.0558;83.587646484375
0.05585;83.587646484375
0.0559;83.587646484375
0.05595;83.587646484375
0.056;82.58056640625
0.05605;81.573486328125
0.0561;81.573486328125
0.05615;79.559326171875
0.0562;81.573486328125
0.05625;80.56640625
0.0563;79.559326171875
0.05635;79.559326171875
0.0564;79.559326171875
0.05645;77.545166015625
0.0565;75.531005859375
0.05655;75.531005859375
0.0566;76.5380859375
0.05665;74.52392578125
0.0567;74.52392578125
0.05675;73.516845703125
0.0568;72.509765625
0.05685;71.502685546875
0.0569;74.52392578125
0.05695;72.509765625
0.057;69.488525390625
0.05705;68.4814453125
0.0571;67.474365234375
0.05715;66.46728515625
0.0572;68.4814453125
0.05725;64.453125
0.0573;63.446044921875
0.05735;61.431884765625
0.0574;59.417724609375
0.05745;58.41064453125
0.0575;57.403564453125
0.05755;55.389404296875
0.0576;56.396484375
0.05765;53.375244140625
0.0577;51.361083984375
0.05775;49.346923828125
0.0578;51.361083984375
0.05785;48.33984375
0.0579;48.33984375
0.05795;48.33984375
0.058;46.32568359375
0.05805;43.304443359375
0.0581;43.304443359375
0.05815;41.290283203125
0.0582;40.283203125
0.05825;39.276123046875
0.0583;38.26904296875
0.05835;38.26904296875
0.0584;37.261962890625
0.05845;35.247802734375
0.0585;35.247802734375
0.05855;34.24072265625
0.0586;31.219482421875
0.05865;32.2265625
0.0587;29.205322265625
0.05875;31.219482421875
0.0588;29.205322265625
0.05885;28.1982421875
0.0589;28.1982421875
0.05895;27.191162109375
0.059;26.18408203125
0.05905;27.191162109375
0.0591;26.18408203125
0.05915;26.18408203125
0.0592;27.191162109375
0.05925;26.18408203125
0.0593;25.177001953125
0.05935;24.169921875
